scenario,policy,policy_label,discovery_mode,lambda_cost,lambda_privacy,lambda_latency,OCA,normalized_total_operational_cost,normalized_privacy_cost,normalized_latency_proxy,net_utility
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.0,0.15,0.1,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.15636674667937736
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.0,0.15,0.1,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.14259488995492337
nominal,ego_only,Ego-only,exhaustive_hop,0.25,0.0,0.0,0.1395,0.0,0.0,0.0,0.1395
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0.25,0.0,0.0,0.8045,1.0,1.0,1.0,0.5545
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.25,0.0,0.0,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.16034708137273185
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.25,0.0,0.0,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.14437175751580827
nominal,ego_only,Ego-only,exhaustive_hop,0.25,0.0,0.1,0.1395,0.0,0.0,0.0,0.1395
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0.25,0.0,0.1,0.8045,1.0,1.0,1.0,0.4545
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.25,0.0,0.1,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.11590014805544893
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.25,0.0,0.1,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.10112922593790465
nominal,ego_only,Ego-only,exhaustive_hop,0.25,0.15,0.0,0.1395,0.0,0.0,0.0,0.1395
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0.25,0.15,0.0,0.8045,1.0,1.0,1.0,0.40449999999999997
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.25,0.15,0.0,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.14191076136939212
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.25,0.15,0.0,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.12729251238196856
nominal,ego_only,Ego-only,exhaustive_hop,0.25,0.15,0.1,0.1395,0.0,0.0,0.0,0.1395
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0.25,0.15,0.1,0.8045,1.0,1.0,1.0,0.3045
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.25,0.15,0.1,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.09746382805210921
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.25,0.15,0.1,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.08404998080406494
nominal,ego_only,Ego-only,exhaustive_hop,0.5,0.0,0.0,0.1395,0.0,0.0,0.0,0.1395
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0.5,0.0,0.0,0.8045,1.0,1.0,1.0,0.3045
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.5,0.0,0.0,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.10144416274546372
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.5,0.0,0.0,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.08582684836494985
nominal,ego_only,Ego-only,exhaustive_hop,0.5,0.0,0.1,0.1395,0.0,0.0,0.0,0.1395
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0.5,0.0,0.1,0.8045,1.0,1.0,1.0,0.2045
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.5,0.0,0.1,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.05699722942818081
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.5,0.0,0.1,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.04258431678704622
nominal,ego_only,Ego-only,exhaustive_hop,0.5,0.15,0.0,0.1395,0.0,0.0,0.0,0.1395
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0.5,0.15,0.0,0.8045,1.0,1.0,1.0,0.1545
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.5,0.15,0.0,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.08300784274212401
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.5,0.15,0.0,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.06874760323111015
nominal,ego_only,Ego-only,exhaustive_hop,0.5,0.15,0.1,0.1395,0.0,0.0,0.0,0.1395
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0.5,0.15,0.1,0.8045,1.0,1.0,1.0,0.05449999999999999
nominal,siot_aware,SIoT-aware,bounded_relationship_guided,0.5,0.15,0.1,0.21925,0.23561167450907256,0.12290880002226476,0.4444693331728291,0.0385609094248411
nominal,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,0.5,0.15,0.1,0.2029166666666667,0.2341796366034337,0.11386163422559802,0.43242531577903626,0.02550507165320652
