summary_type,scenario,policy,policy_label,failure_category,wrong_variable_count,wrong_variable_combination,true_context_tuple,estimated_context_tuple,count,rate
misclassified_context_tuple,noisy_untrusted_external,siot_aware,SIoT-aware,misclassified_context_tuple,-1,not_applicable,office|focused_work|low|nominal,office|focused_work|medium|nominal,23,0.0019166666666666666
misclassified_context_tuple,noisy_untrusted_external,siot_aware,SIoT-aware,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,office|commuting|medium|nominal,23,0.0019166666666666666
misclassified_context_tuple,noisy_untrusted_external,siot_aware,SIoT-aware,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,home|focused_work|medium|nominal,22,0.0018333333333333333
misclassified_context_tuple,noisy_untrusted_external,siot_aware,SIoT-aware,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,office|focused_work|high|nominal,22,0.0018333333333333333
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,all_variables_correct,0,none,not_applicable,not_applicable,1174,0.09783333333333333
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,only_one_variable_wrong,1,env_load,not_applicable,not_applicable,982,0.08183333333333333
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,only_one_variable_wrong,1,activity,not_applicable,not_applicable,967,0.08058333333333334
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,only_one_variable_wrong,1,place,not_applicable,not_applicable,874,0.07283333333333333
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,only_one_variable_wrong,1,resource_state,not_applicable,not_applicable,858,0.0715
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,two_variables_wrong,2,activity+env_load,not_applicable,not_applicable,790,0.06583333333333333
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,two_variables_wrong,2,place+env_load,not_applicable,not_applicable,759,0.06325
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,two_variables_wrong,2,env_load+resource_state,not_applicable,not_applicable,743,0.06191666666666667
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,two_variables_wrong,2,place+activity,not_applicable,not_applicable,699,0.05825
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,three_variables_wrong,3,place+activity+env_load,not_applicable,not_applicable,680,0.056666666666666664
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,two_variables_wrong,2,activity+resource_state,not_applicable,not_applicable,641,0.05341666666666667
wrong_variable_combination,noisy_untrusted_external,siot_aware,SIoT-aware,three_variables_wrong,3,activity+env_load+resource_state,not_applicable,not_applicable,593,0.049416666666666664
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,office|focused_work|low|nominal,62,0.005166666666666667
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,office|focused_work|medium|sparse,36,0.003
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,home|resting|medium|nominal,home|resting|low|nominal,35,0.002916666666666667
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,office|focused_work|medium|degraded,34,0.0028333333333333335
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,home|resting|medium|nominal,home|resting|medium|sparse,29,0.002416666666666667
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,meeting_room|interacting|medium|nominal,meeting_room|interacting|low|nominal,26,0.0021666666666666666
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,office|focused_work|low|nominal,office|focused_work|low|sparse,26,0.0021666666666666666
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,home|focused_work|medium|nominal,25,0.0020833333333333333
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,office|commuting|medium|nominal,22,0.0018333333333333333
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,office|focused_work|high|nominal,22,0.0018333333333333333
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,office|focused_work|medium|nominal,office|focused_work|low|degraded,22,0.0018333333333333333
misclassified_context_tuple,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,misclassified_context_tuple,-1,not_applicable,transit|commuting|medium|nominal,transit|commuting|low|nominal,22,0.0018333333333333333
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,all_variables_correct,0,none,not_applicable,not_applicable,1141,0.09508333333333334
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,only_one_variable_wrong,1,activity,not_applicable,not_applicable,963,0.08025
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,only_one_variable_wrong,1,env_load,not_applicable,not_applicable,960,0.08
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,only_one_variable_wrong,1,place,not_applicable,not_applicable,867,0.07225
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,only_one_variable_wrong,1,resource_state,not_applicable,not_applicable,810,0.0675
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,two_variables_wrong,2,activity+env_load,not_applicable,not_applicable,808,0.06733333333333333
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,two_variables_wrong,2,place+env_load,not_applicable,not_applicable,775,0.06458333333333334
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,two_variables_wrong,2,env_load+resource_state,not_applicable,not_applicable,736,0.06133333333333333
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,two_variables_wrong,2,place+activity,not_applicable,not_applicable,724,0.060333333333333336
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,three_variables_wrong,3,place+activity+env_load,not_applicable,not_applicable,696,0.058
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,two_variables_wrong,2,activity+resource_state,not_applicable,not_applicable,636,0.053
wrong_variable_combination,noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,three_variables_wrong,3,activity+env_load+resource_state,not_applicable,not_applicable,615,0.05125
