scenario,seed,episode,nodes,source_nodes,edges,density,average_degree,average_clustering_coefficient,graph_connected,average_shortest_path_length,effective_diameter,ego_component_size,ego_component_fraction,ego_degree,ego_degree_centrality,ego_betweenness_centrality,candidate_sources_within_1_hop,candidate_sources_within_2_hop,candidate_sources_within_3_hop,candidate_sources_within_4_hop,edge_count_OOR,edge_count_CLOR,edge_count_CWOR,edge_count_SOR,edge_count_POR,node_type_count_ego_device,node_type_count_environmental_sensor,node_type_count_infrastructure_sensor,node_type_count_opportunistic_object,node_type_count_personal_device,node_type_count_vehicle_sensor,node_type_count_wearable,capability_count_place,capability_count_activity,capability_count_env_load,capability_count_resource_state
degraded_ego,11,3,61,60,96,0.05245901639344262,3.1475409836065573,0.018579234972677595,True,3.626775956284153,5.0,61,1.0,8,0.13333333333333333,0.31824870985887943,8,32,55,60,4,11,30,20,31,1,16,14,19,2,8,1,37,15,37,13
ambiguous_local_context,11,3,61,60,103,0.05628415300546448,3.377049180327869,0.023185011709601872,True,3.433333333333333,5.0,61,1.0,5,0.08333333333333333,0.11339330553313602,5,29,52,60,3,14,30,28,28,1,16,14,19,2,8,1,40,16,45,20
noisy_untrusted_external,11,3,61,60,95,0.05191256830601093,3.1147540983606556,0.00819672131147541,True,3.525136612021858,5.0,61,1.0,5,0.08333333333333333,0.10987288135593222,5,29,52,60,3,12,31,21,28,1,16,14,19,2,8,1,36,12,38,25
nominal,11,4,61,60,91,0.04972677595628415,2.9836065573770494,0.009836065573770491,True,3.7333333333333334,5.0,61,1.0,7,0.11666666666666667,0.3626161330822347,7,31,54,60,3,12,30,23,23,1,16,14,19,2,8,1,43,14,41,24
degraded_ego,11,4,61,60,92,0.05027322404371585,3.0163934426229506,0.01444184231069477,True,3.7431693989071038,5.0,61,1.0,6,0.1,0.23364474038202848,6,30,53,60,3,18,25,22,24,1,16,14,19,2,8,1,44,15,36,24
ambiguous_local_context,11,4,61,60,89,0.048633879781420766,2.918032786885246,0.03520686963309914,True,3.8125683060109288,6.0,61,1.0,7,0.11666666666666667,0.33155905299973104,7,31,54,60,3,17,32,18,19,1,16,14,19,2,8,1,37,16,35,15
noisy_untrusted_external,11,4,61,60,99,0.054098360655737705,3.2459016393442623,0.03278688524590164,True,3.5508196721311474,5.0,61,1.0,8,0.13333333333333333,0.23113997113997112,8,32,55,60,3,9,28,37,22,1,16,14,19,2,8,1,41,17,35,24
nominal,11,5,61,60,84,0.04590163934426229,2.7540983606557377,0.016939890710382512,True,4.0,6.0,61,1.0,6,0.1,0.35851260321599304,6,30,53,60,3,8,31,18,24,1,16,14,19,2,8,1,34,20,30,23
degraded_ego,11,5,61,60,96,0.05245901639344262,3.1475409836065573,0.021350507416081188,True,3.591803278688525,5.0,61,1.0,8,0.13333333333333333,0.2737333993689926,8,32,55,60,4,8,28,25,31,1,16,14,19,2,8,1,45,19,35,20
ambiguous_local_context,11,5,61,60,100,0.0546448087431694,3.278688524590164,0.004605776736924278,True,3.509289617486339,5.0,61,1.0,6,0.1,0.1901531252802439,6,30,53,60,3,13,31,32,21,1,16,14,19,2,8,1,34,18,40,24
noisy_untrusted_external,11,5,61,60,99,0.054098360655737705,3.2459016393442623,0.025500910746812388,True,3.473224043715847,5.0,61,1.0,7,0.11666666666666667,0.2143749439512151,7,31,54,60,3,15,32,26,23,1,16,14,19,2,8,1,39,16,36,22
nominal,11,6,61,60,106,0.05792349726775956,3.4754098360655736,0.023653395784543327,True,3.4153005464480874,5.0,61,1.0,5,0.08333333333333333,0.07844358090120804,5,29,52,60,3,13,33,28,29,1,16,14,19,2,8,1,39,22,36,17
degraded_ego,11,6,61,60,105,0.05737704918032787,3.442622950819672,0.007650273224043716,True,3.389071038251366,5.0,61,1.0,8,0.13333333333333333,0.18344969061070765,8,32,55,60,4,14,33,31,23,1,16,14,19,2,8,1,43,15,39,27
ambiguous_local_context,11,6,61,60,103,0.05628415300546448,3.377049180327869,0.022365339578454334,True,3.4344262295081966,5.0,61,1.0,8,0.13333333333333333,0.1908064126708195,8,32,55,60,4,14,29,30,26,1,16,14,19,2,8,1,36,21,39,25
noisy_untrusted_external,11,6,61,60,104,0.05683060109289618,3.4098360655737703,0.044691647150663545,True,3.418032786885246,5.0,61,1.0,8,0.13333333333333333,0.19719447533006854,8,32,55,60,4,14,39,23,24,1,16,14,19,2,8,1,37,18,40,20
nominal,11,7,61,60,92,0.05027322404371585,3.0163934426229506,0.026775956284153003,True,3.7295081967213113,5.0,61,1.0,8,0.13333333333333333,0.35874831853645406,8,32,55,60,3,9,29,25,26,1,16,14,19,2,8,1,41,14,37,19
degraded_ego,11,7,61,60,99,0.054098360655737705,3.2459016393442623,0.022365339578454334,True,3.495081967213115,5.0,61,1.0,5,0.08333333333333333,0.09494435727486573,5,29,52,60,3,13,29,31,23,1,16,14,19,2,8,1,37,15,42,20
ambiguous_local_context,11,7,61,60,88,0.048087431693989074,2.8852459016393444,0.023497267759562842,True,3.810382513661202,6.0,61,1.0,5,0.08333333333333333,0.2001614205004036,5,29,52,60,3,12,26,26,21,1,16,14,19,2,8,1,41,18,35,25
noisy_untrusted_external,11,7,61,60,98,0.053551912568306013,3.2131147540983607,0.030054644808743168,True,3.533879781420765,5.0,61,1.0,7,0.11666666666666667,0.20372746838848524,7,31,54,60,3,12,32,36,15,1,16,14,19,2,8,1,41,17,45,16
nominal,11,8,61,60,108,0.05901639344262295,3.540983606557377,0.03778298204527712,True,3.355737704918033,5.0,61,1.0,5,0.08333333333333333,0.06544704510806203,5,29,52,60,3,14,28,37,26,1,16,14,19,2,8,1,41,11,33,23
degraded_ego,11,8,61,60,102,0.05573770491803279,3.3442622950819674,0.02338017174082748,True,3.5081967213114753,5.0,61,1.0,5,0.08333333333333333,0.09798095971824786,5,29,52,60,4,12,27,35,24,1,16,14,19,2,8,1,41,12,35,19
ambiguous_local_context,11,8,61,60,92,0.05027322404371585,3.0163934426229506,0.025683060109289616,True,3.6814207650273225,5.0,61,1.0,7,0.11666666666666667,0.25975652407855804,7,31,54,60,3,13,32,20,24,1,16,14,19,2,8,1,36,14,44,23
noisy_untrusted_external,11,8,61,60,94,0.05136612021857923,3.081967213114754,0.03169398907103825,True,3.7153005464480873,5.0,61,1.0,7,0.11666666666666667,0.2866097211012465,7,31,54,60,4,13,32,22,23,1,16,14,19,2,8,1,40,15,37,22
nominal,11,9,61,60,90,0.04918032786885246,2.9508196721311477,0.01256830601092896,True,3.8284153005464483,5.0,61,1.0,7,0.11666666666666667,0.399704592331711,7,31,54,60,3,15,30,26,16,1,16,14,19,2,8,1,42,21,38,20
degraded_ego,11,9,61,60,100,0.0546448087431694,3.278688524590164,0.02747853239656518,True,3.518032786885246,5.0,61,1.0,6,0.1,0.15232602457178726,6,30,53,60,4,17,31,22,26,1,16,14,19,2,8,1,39,19,34,22
ambiguous_local_context,11,9,61,60,106,0.05792349726775956,3.4754098360655736,0.016237314597970336,True,3.4786885245901638,5.0,61,1.0,6,0.1,0.14739866379696887,6,30,53,60,3,18,34,36,15,1,16,14,19,2,8,1,34,19,45,19
noisy_untrusted_external,11,9,61,60,92,0.05027322404371585,3.0163934426229506,0.0321623731459797,True,3.851912568306011,6.0,61,1.0,5,0.08333333333333333,0.21514012196215593,5,29,52,60,4,12,26,20,30,1,16,14,19,2,8,1,43,21,34,21
nominal,11,10,61,60,106,0.05792349726775956,3.4754098360655736,0.03684621389539423,True,3.3612021857923495,5.0,61,1.0,6,0.1,0.12395883777239702,6,30,53,60,4,13,31,29,29,1,16,14,19,2,8,1,43,21,41,20
degraded_ego,11,10,61,60,99,0.054098360655737705,3.2459016393442623,0.030640124902419984,True,3.6901639344262294,5.0,61,1.0,8,0.13333333333333333,0.30311474307237024,8,32,55,60,3,13,31,29,23,1,16,14,19,2,8,1,44,17,44,18
ambiguous_local_context,11,10,61,60,95,0.05191256830601093,3.1147540983606556,0.0,True,3.7065573770491804,5.0,61,1.0,8,0.13333333333333333,0.3069645608628661,8,32,55,60,4,14,25,27,25,1,16,14,19,2,8,1,38,16,40,22
noisy_untrusted_external,11,10,61,60,101,0.055191256830601096,3.3114754098360657,0.03618266978922717,True,3.4475409836065576,5.0,61,1.0,5,0.08333333333333333,0.10074763905272383,5,29,52,60,3,15,23,29,31,1,16,14,19,2,8,1,47,17,37,16
nominal,11,11,61,60,94,0.05136612021857923,3.081967213114754,0.028649492583918815,True,3.6939890710382515,5.0,61,1.0,6,0.1,0.24913016168499716,6,30,53,60,5,9,30,27,23,1,16,14,19,2,8,1,43,14,34,25
degraded_ego,11,11,61,60,100,0.0546448087431694,3.278688524590164,0.04488680718188915,True,3.519672131147541,5.0,61,1.0,6,0.1,0.14365796789525603,6,30,53,60,3,15,35,21,26,1,16,14,19,2,8,1,40,18,40,22
ambiguous_local_context,11,11,61,60,90,0.04918032786885246,2.9508196721311477,0.03282591725214676,True,3.800546448087432,6.0,61,1.0,8,0.13333333333333333,0.40336561743341387,8,32,55,60,3,8,29,31,19,1,16,14,19,2,8,1,39,19,44,17
noisy_untrusted_external,11,11,61,60,99,0.054098360655737705,3.2459016393442623,0.06411657559198543,True,3.5721311475409836,5.0,61,1.0,5,0.08333333333333333,0.10962702394905788,5,29,52,60,3,16,31,25,24,1,16,14,19,2,8,1,41,17,36,18
nominal,11,12,61,60,91,0.04972677595628415,2.9836065573770494,0.015846994535519125,True,3.8273224043715848,6.0,61,1.0,7,0.11666666666666667,0.4076076136669358,7,31,54,60,4,12,32,18,25,1,16,14,19,2,8,1,44,19,33,19
degraded_ego,11,12,61,60,93,0.05081967213114754,3.0491803278688523,0.020218579234972677,True,3.716393442622951,5.0,61,1.0,8,0.13333333333333333,0.32521186440677974,8,32,55,60,3,13,30,27,20,1,16,14,19,2,8,1,32,16,42,26
ambiguous_local_context,11,12,61,60,103,0.05628415300546448,3.377049180327869,0.01639344262295082,True,3.422950819672131,5.0,61,1.0,8,0.13333333333333333,0.223086718679939,8,32,55,60,3,16,31,27,26,1,16,14,19,2,8,1,33,16,41,23
noisy_untrusted_external,11,12,61,60,119,0.06502732240437159,3.901639344262295,0.0351288056206089,True,3.130054644808743,4.0,61,1.0,6,0.1,0.07920746234305555,6,30,53,60,3,21,30,42,23,1,16,14,19,2,8,1,36,19,43,24
nominal,11,13,61,60,108,0.05901639344262295,3.540983606557377,0.0424408014571949,True,3.3114754098360657,5.0,61,1.0,8,0.13333333333333333,0.1836236315473604,8,32,55,60,4,12,33,29,30,1,16,14,19,2,8,1,38,17,39,15
degraded_ego,11,13,61,60,101,0.055191256830601096,3.3114754098360657,0.011943793911007024,True,3.530601092896175,5.0,61,1.0,6,0.1,0.13553739574926021,6,30,53,60,3,13,29,29,27,1,16,14,19,2,8,1,38,18,42,21
ambiguous_local_context,11,13,61,60,90,0.04918032786885246,2.9508196721311477,0.036065573770491806,True,3.849726775956284,6.0,61,1.0,7,0.11666666666666667,0.33487703915670014,7,31,54,60,4,12,29,28,17,1,16,14,19,2,8,1,38,18,40,24
noisy_untrusted_external,11,13,61,60,93,0.05081967213114754,3.0491803278688523,0.042701014832162376,True,3.6846994535519126,5.0,61,1.0,6,0.1,0.22083804143126184,6,30,53,60,3,12,31,18,29,1,16,14,19,2,8,1,42,14,33,18
nominal,11,14,61,60,92,0.05027322404371585,3.0163934426229506,0.019672131147540982,True,3.710382513661202,5.0,61,1.0,7,0.11666666666666667,0.33036423557609995,7,31,54,60,3,14,29,24,22,1,16,14,19,2,8,1,40,17,37,28
degraded_ego,11,14,61,60,88,0.048087431693989074,2.8852459016393444,0.02263856362217018,True,3.892349726775956,6.0,61,1.0,8,0.13333333333333333,0.4229136400322841,8,32,55,60,3,10,28,26,21,1,16,14,19,2,8,1,43,21,44,22
ambiguous_local_context,11,14,61,60,102,0.05573770491803279,3.3442622950819674,0.027478532396565183,True,3.449726775956284,5.0,61,1.0,5,0.08333333333333333,0.1071986613512037,5,29,52,60,4,17,27,26,28,1,16,14,19,2,8,1,40,19,37,20
noisy_untrusted_external,11,14,61,60,96,0.05245901639344262,3.1475409836065573,0.009836065573770491,True,3.662841530054645,5.0,61,1.0,8,0.13333333333333333,0.3126057181989385,8,32,55,60,4,17,25,23,27,1,16,14,19,2,8,1,44,20,42,24
nominal,11,15,61,60,91,0.04972677595628415,2.9836065573770494,0.04371584699453552,True,3.821311475409836,6.0,61,1.0,8,0.13333333333333333,0.3827705423891864,8,32,55,60,5,13,29,29,15,1,16,14,19,2,8,1,38,19,36,23
degraded_ego,11,15,61,60,96,0.05245901639344262,3.1475409836065573,0.04215456674473068,True,3.5907103825136613,5.0,61,1.0,5,0.08333333333333333,0.13361918213613133,5,29,52,60,3,11,28,29,25,1,16,14,19,2,8,1,40,15,42,21
ambiguous_local_context,11,15,61,60,105,0.05737704918032787,3.442622950819672,0.04832162373145979,True,3.5185792349726777,5.0,61,1.0,5,0.08333333333333333,0.1206202099846168,5,29,52,60,4,12,33,33,23,1,16,14,19,2,8,1,40,17,37,22
noisy_untrusted_external,11,15,61,60,96,0.05245901639344262,3.1475409836065573,0.0,True,3.6043715846994537,5.0,61,1.0,7,0.11666666666666667,0.21201237557169764,7,31,54,60,3,13,34,29,17,1,16,14,19,2,8,1,41,20,42,18
nominal,11,16,61,60,100,0.0546448087431694,3.278688524590164,0.007338017174082747,True,3.5453551912568306,5.0,61,1.0,5,0.08333333333333333,0.12553296515160925,5,29,52,60,3,9,28,25,35,1,16,14,19,2,8,1,46,19,41,25
degraded_ego,11,16,61,60,101,0.055191256830601096,3.3114754098360657,0.05573770491803279,True,3.5120218579234974,5.0,61,1.0,8,0.13333333333333333,0.22659146879485864,8,32,55,60,4,11,32,36,18,1,16,14,19,2,8,1,39,12,32,22
ambiguous_local_context,11,16,61,60,91,0.04972677595628415,2.9836065573770494,0.03224043715846994,True,3.8726775956284154,6.0,61,1.0,7,0.11666666666666667,0.36559052999730973,7,31,54,60,3,10,28,19,31,1,16,14,19,2,8,1,37,16,37,19
noisy_untrusted_external,11,16,61,60,113,0.06174863387978142,3.7049180327868854,0.040124902419984385,True,3.234426229508197,5.0,61,1.0,5,0.08333333333333333,0.08851511482867415,5,29,52,60,4,21,34,28,26,1,16,14,19,2,8,1,38,15,41,23
nominal,11,17,61,60,94,0.05136612021857923,3.081967213114754,0.03442622950819672,True,3.748087431693989,5.0,61,1.0,8,0.13333333333333333,0.3214771182991522,8,32,55,60,3,17,31,27,16,1,16,14,19,2,8,1,40,21,42,20
degraded_ego,11,17,61,60,101,0.055191256830601096,3.3114754098360657,0.033879781420765025,True,3.490710382513661,5.0,61,1.0,7,0.11666666666666667,0.1833938660209847,7,31,54,60,5,13,33,28,22,1,16,14,19,2,8,1,39,18,37,22
ambiguous_local_context,11,17,61,60,97,0.053005464480874315,3.180327868852459,0.04902419984387198,True,3.56775956284153,5.0,61,1.0,6,0.1,0.20447358981257283,6,30,53,60,3,13,32,31,18,1,16,14,19,2,8,1,46,9,39,25
noisy_untrusted_external,11,17,61,60,95,0.05191256830601093,3.1147540983606556,0.03161592505854801,True,3.655191256830601,5.0,61,1.0,8,0.13333333333333333,0.3361907003856156,8,32,55,60,3,10,32,23,27,1,16,14,19,2,8,1,39,17,34,23
nominal,11,18,61,60,96,0.05245901639344262,3.1475409836065573,0.03871975019516003,True,3.6765027322404373,5.0,61,1.0,8,0.13333333333333333,0.33030199085283835,8,32,55,60,4,12,31,34,15,1,16,14,19,2,8,1,34,17,42,19
degraded_ego,11,18,61,60,103,0.05628415300546448,3.377049180327869,0.025292740046838406,True,3.480874316939891,5.0,61,1.0,8,0.13333333333333333,0.20565636184280248,8,32,55,60,3,12,33,30,25,1,16,14,19,2,8,1,43,15,39,17
ambiguous_local_context,11,18,61,60,87,0.047540983606557376,2.8524590163934427,0.021311475409836068,True,3.8475409836065575,6.0,61,1.0,7,0.11666666666666667,0.3384577616357279,7,31,54,60,3,14,26,27,17,1,16,14,19,2,8,1,39,15,36,25
noisy_untrusted_external,11,18,61,60,99,0.054098360655737705,3.2459016393442623,0.04582357533177205,True,3.6573770491803277,5.0,61,1.0,5,0.08333333333333333,0.16140698755105531,5,29,52,60,3,17,27,28,24,1,16,14,19,2,8,1,40,19,38,22
nominal,11,19,61,60,103,0.05628415300546448,3.377049180327869,0.02779078844652615,True,3.466120218579235,5.0,61,1.0,8,0.13333333333333333,0.21593982602457182,8,32,55,60,3,10,38,28,24,1,16,14,19,2,8,1,42,15,40,27
degraded_ego,11,19,61,60,101,0.055191256830601096,3.3114754098360657,0.03619568045797553,True,3.596174863387978,5.0,61,1.0,5,0.08333333333333333,0.15356223537180666,5,29,52,60,4,8,35,30,24,1,16,14,19,2,8,1,45,16,33,19
ambiguous_local_context,11,19,61,60,103,0.05628415300546448,3.377049180327869,0.030601092896174863,True,3.5131147540983605,5.0,61,1.0,8,0.13333333333333333,0.24674670433145007,8,32,55,60,5,21,31,25,21,1,16,14,19,2,8,1,39,20,42,23
noisy_untrusted_external,11,19,61,60,95,0.05191256830601093,3.1147540983606556,0.0,True,3.6316939890710382,5.0,61,1.0,5,0.08333333333333333,0.11965934567629487,5,29,52,60,3,15,24,32,21,1,16,14,19,2,8,1,40,15,44,18
nominal,11,20,61,60,95,0.05191256830601093,3.1147540983606556,0.030054644808743168,True,3.6622950819672133,5.0,61,1.0,7,0.11666666666666667,0.23075688279078116,7,31,54,60,3,17,29,23,23,1,16,14,19,2,8,1,37,18,36,20
degraded_ego,11,20,61,60,91,0.04972677595628415,2.9836065573770494,0.01444184231069477,True,3.6759562841530053,5.0,61,1.0,7,0.11666666666666667,0.2582956685499058,7,31,54,60,4,13,32,28,14,1,16,14,19,2,8,1,40,21,39,21
ambiguous_local_context,11,20,61,60,94,0.05136612021857923,3.081967213114754,0.029508196721311473,True,3.7147540983606557,5.0,61,1.0,6,0.1,0.22124271365796783,6,30,53,60,3,11,32,26,22,1,16,14,19,2,8,1,40,19,36,19
noisy_untrusted_external,11,20,61,60,97,0.053005464480874315,3.180327868852459,0.06627634660421546,True,3.6950819672131145,5.0,61,1.0,5,0.08333333333333333,0.20590171285086542,5,29,52,60,3,13,28,30,23,1,16,14,19,2,8,1,39,18,39,20
nominal,11,21,61,60,95,0.05191256830601093,3.1147540983606556,0.031186572989851676,True,3.6404371584699455,5.0,61,1.0,8,0.13333333333333333,0.3276146860045166,8,32,55,60,3,14,32,29,17,1,16,14,19,2,8,1,40,13,34,27
degraded_ego,11,21,61,60,123,0.06721311475409836,4.032786885245901,0.026736924277907883,True,3.126775956284153,4.0,61,1.0,5,0.08333333333333333,0.048257351562436324,5,29,52,60,3,22,28,31,39,1,16,14,19,2,8,1,45,14,41,17
ambiguous_local_context,11,21,61,60,97,0.053005464480874315,3.180327868852459,0.020843091334894613,True,3.523497267759563,5.0,61,1.0,5,0.08333333333333333,0.10772472975862808,5,29,52,60,3,14,31,22,27,1,16,14,19,2,8,1,40,21,34,25
noisy_untrusted_external,11,21,61,60,96,0.05245901639344262,3.1475409836065573,0.059484777517564404,True,3.6459016393442623,5.0,61,1.0,5,0.08333333333333333,0.1436203720949484,5,29,52,60,4,16,33,17,26,1,16,14,19,2,8,1,45,14,37,17
nominal,11,22,61,60,93,0.05081967213114754,3.0491803278688523,0.05628415300546448,True,3.7868852459016393,5.0,61,1.0,8,0.13333333333333333,0.38584219923202984,8,32,55,60,3,11,31,25,23,1,16,14,19,2,8,1,41,19,39,24
degraded_ego,11,22,61,60,87,0.047540983606557376,2.8524590163934427,0.022404371584699455,True,3.8819672131147542,6.0,61,1.0,7,0.11666666666666667,0.40756368866538367,7,31,54,60,3,9,29,23,23,1,16,14,19,2,8,1,44,18,43,24
ambiguous_local_context,11,22,61,60,96,0.05245901639344262,3.1475409836065573,0.020179547228727553,True,3.6655737704918034,5.0,61,1.0,5,0.08333333333333333,0.1674377756581147,5,29,52,60,3,15,29,22,27,1,16,14,19,2,8,1,42,21,40,21
noisy_untrusted_external,11,22,61,60,98,0.053551912568306013,3.2131147540983607,0.009289617486338797,True,3.581967213114754,5.0,61,1.0,6,0.1,0.16065897065897064,6,30,53,60,3,9,35,31,20,1,16,14,19,2,8,1,46,15,38,20
nominal,11,23,61,60,90,0.04918032786885246,2.9508196721311477,0.010967993754879,True,3.843169398907104,6.0,61,1.0,8,0.13333333333333333,0.3999327414581652,8,32,55,60,3,16,34,24,13,1,16,14,19,2,8,1,46,15,40,27
degraded_ego,11,23,61,60,90,0.04918032786885246,2.9508196721311477,0.02896174863387978,True,3.8688524590163933,6.0,61,1.0,6,0.1,0.296421845574388,6,30,53,60,3,12,30,23,22,1,16,14,19,2,8,1,41,17,35,20
ambiguous_local_context,11,23,61,60,108,0.05901639344262295,3.540983606557377,0.060213374967473324,True,3.3956284153005463,5.0,61,1.0,7,0.11666666666666667,0.10501334980148538,7,31,54,60,3,16,34,31,24,1,16,14,19,2,8,1,44,19,38,23
noisy_untrusted_external,11,23,61,60,96,0.05245901639344262,3.1475409836065573,0.030054644808743168,True,3.709289617486339,5.0,61,1.0,6,0.1,0.2494982512779123,6,30,53,60,3,16,25,29,23,1,16,14,19,2,8,1,40,18,40,23
nominal,11,24,61,60,106,0.05792349726775956,3.4754098360655736,0.027946916471506635,True,3.3726775956284154,5.0,61,1.0,6,0.1,0.13608803939312414,6,30,53,60,4,18,30,30,24,1,16,14,19,2,8,1,43,16,38,21
degraded_ego,11,24,61,60,95,0.05191256830601093,3.1147540983606556,0.02076502732240437,True,3.6027322404371587,5.0,61,1.0,5,0.08333333333333333,0.13815128688010048,5,29,52,60,3,19,31,23,19,1,16,14,19,2,8,1,38,13,41,18
ambiguous_local_context,11,24,61,60,97,0.053005464480874315,3.180327868852459,0.01256830601092896,True,3.591803278688525,5.0,61,1.0,6,0.1,0.18065918166616077,6,30,53,60,3,15,31,30,18,1,16,14,19,2,8,1,45,19,36,16
noisy_untrusted_external,11,24,61,60,97,0.053005464480874315,3.180327868852459,0.019125683060109287,True,3.634426229508197,5.0,61,1.0,6,0.1,0.1940086702374839,6,30,53,60,3,16,29,26,23,1,16,14,19,2,8,1,40,20,40,22
nominal,11,25,61,60,94,0.05136612021857923,3.081967213114754,0.02462919594067135,True,3.655191256830601,5.0,61,1.0,8,0.13333333333333333,0.2838535475823612,8,32,55,60,3,19,25,25,22,1,16,14,19,2,8,1,36,18,38,16
degraded_ego,11,25,61,60,98,0.053551912568306013,3.2131147540983607,0.027322404371584702,True,3.6207650273224044,5.0,61,1.0,7,0.11666666666666667,0.2438957699550921,7,31,54,60,3,14,27,25,29,1,16,14,19,2,8,1,43,18,37,24
ambiguous_local_context,11,25,61,60,94,0.05136612021857923,3.081967213114754,0.046994535519125684,True,3.6726775956284152,5.0,61,1.0,7,0.11666666666666667,0.3208161110703484,7,31,54,60,3,11,31,23,26,1,16,14,19,2,8,1,43,14,35,22
noisy_untrusted_external,11,25,61,60,97,0.053005464480874315,3.180327868852459,0.059393702836325786,True,3.554098360655738,5.0,61,1.0,5,0.08333333333333333,0.1067503729791865,5,29,52,60,3,20,28,23,23,1,16,14,19,2,8,1,38,16,40,17
nominal,11,26,61,60,93,0.05081967213114754,3.0491803278688523,0.0273224043715847,True,3.63224043715847,5.0,61,1.0,5,0.08333333333333333,0.13568245000448384,5,29,52,60,3,13,28,31,18,1,16,14,19,2,8,1,33,20,42,22
degraded_ego,11,26,61,60,98,0.053551912568306013,3.2131147540983607,0.026932084309133488,True,3.5830601092896175,5.0,61,1.0,7,0.11666666666666667,0.19618150838489817,7,31,54,60,3,13,32,29,21,1,16,14,19,2,8,1,43,20,42,26
ambiguous_local_context,11,26,61,60,89,0.048633879781420766,2.918032786885246,0.0453551912568306,True,3.7885245901639344,5.0,61,1.0,7,0.11666666666666667,0.30270110304008624,7,31,54,60,4,15,27,23,20,1,16,14,19,2,8,1,41,11,37,25
noisy_untrusted_external,11,26,61,60,105,0.05737704918032787,3.442622950819672,0.029195940671350507,True,3.4010928961748634,5.0,61,1.0,8,0.13333333333333333,0.20930858218993817,8,32,55,60,3,17,34,27,24,1,16,14,19,2,8,1,45,21,43,18
nominal,11,27,61,60,107,0.058469945355191254,3.5081967213114753,0.01608118657298985,True,3.318032786885246,5.0,61,1.0,8,0.13333333333333333,0.18737108779481662,8,32,55,60,4,9,32,42,20,1,16,14,19,2,8,1,39,16,39,19
degraded_ego,11,27,61,60,101,0.055191256830601096,3.3114754098360657,0.0,True,3.481967213114754,5.0,61,1.0,8,0.13333333333333333,0.179269844386993,8,32,55,60,4,14,31,30,22,1,16,14,19,2,8,1,41,22,43,21
ambiguous_local_context,11,27,61,60,90,0.04918032786885246,2.9508196721311477,0.013713244860785843,True,3.7562841530054647,5.0,61,1.0,5,0.08333333333333333,0.1757365421772201,5,29,52,60,3,15,28,24,20,1,16,14,19,2,8,1,32,15,44,22
noisy_untrusted_external,11,27,61,60,99,0.054098360655737705,3.2459016393442623,0.03442622950819672,True,3.5972677595628415,5.0,61,1.0,8,0.13333333333333333,0.22924535916061337,8,32,55,60,3,8,38,36,14,1,16,14,19,2,8,1,36,14,33,20
nominal,11,28,61,60,110,0.060109289617486336,3.6065573770491803,0.048737965131407754,True,3.3502732240437156,5.0,61,1.0,5,0.08333333333333333,0.07037953885411513,5,29,52,60,3,19,37,31,20,1,16,14,19,2,8,1,43,19,38,20
degraded_ego,11,28,61,60,101,0.055191256830601096,3.3114754098360657,0.04305230288836846,True,3.59672131147541,5.0,61,1.0,5,0.08333333333333333,0.11563671419603617,5,29,52,60,3,11,28,28,31,1,16,14,19,2,8,1,40,18,35,23
ambiguous_local_context,11,28,61,60,99,0.054098360655737705,3.2459016393442623,0.017720530835284933,True,3.6180327868852458,5.0,61,1.0,8,0.13333333333333333,0.25216374805357855,8,32,55,60,3,15,32,33,16,1,16,14,19,2,8,1,46,15,37,17
noisy_untrusted_external,11,28,61,60,88,0.048087431693989074,2.8852459016393444,0.02459016393442623,True,3.8278688524590163,5.0,61,1.0,8,0.13333333333333333,0.4018670971213343,8,32,55,60,3,12,32,20,21,1,16,14,19,2,8,1,40,19,38,19
nominal,11,29,61,60,93,0.05081967213114754,3.0491803278688523,0.016848816029143895,True,3.6633879781420764,5.0,61,1.0,5,0.08333333333333333,0.2292655367231639,5,29,52,60,3,15,27,25,23,1,16,14,19,2,8,1,42,18,40,13
degraded_ego,11,29,61,60,99,0.054098360655737705,3.2459016393442623,0.02818110850897736,True,3.609289617486339,5.0,61,1.0,5,0.08333333333333333,0.17779350528353524,5,29,52,60,4,9,28,28,30,1,16,14,19,2,8,1,40,19,40,28
ambiguous_local_context,11,29,61,60,91,0.04972677595628415,2.9836065573770494,0.02810304449648712,True,3.7027322404371583,5.0,61,1.0,8,0.13333333333333333,0.32961974466211746,8,32,55,60,3,8,29,20,31,1,16,14,19,2,8,1,42,23,46,21
noisy_untrusted_external,11,29,61,60,98,0.053551912568306013,3.2131147540983607,0.0360655737704918,True,3.66775956284153,5.0,61,1.0,7,0.11666666666666667,0.2615837756091994,7,31,54,60,3,10,34,30,21,1,16,14,19,2,8,1,38,15,42,21
nominal,11,30,61,60,88,0.048087431693989074,2.8852459016393444,0.011709601873536299,True,3.7923497267759565,6.0,61,1.0,5,0.08333333333333333,0.2299560577526678,5,29,52,60,3,9,31,27,18,1,16,14,19,2,8,1,42,15,44,30
degraded_ego,11,30,61,60,98,0.053551912568306013,3.2131147540983607,0.04996096799375488,True,3.644262295081967,5.0,61,1.0,7,0.11666666666666667,0.2154030009538485,7,31,54,60,3,16,34,30,15,1,16,14,19,2,8,1,38,17,41,22
ambiguous_local_context,11,30,61,60,96,0.05245901639344262,3.1475409836065573,0.006010928961748634,True,3.606010928961749,5.0,61,1.0,7,0.11666666666666667,0.25735127709703975,7,31,54,60,3,13,33,27,20,1,16,14,19,2,8,1,39,17,44,21
