scenario,seed,episode,nodes,source_nodes,edges,density,average_degree,average_clustering_coefficient,graph_connected,average_shortest_path_length,effective_diameter,ego_component_size,ego_component_fraction,ego_degree,ego_degree_centrality,ego_betweenness_centrality,candidate_sources_within_1_hop,candidate_sources_within_2_hop,candidate_sources_within_3_hop,candidate_sources_within_4_hop,edge_count_OOR,edge_count_CLOR,edge_count_CWOR,edge_count_SOR,edge_count_POR,node_type_count_ego_device,node_type_count_environmental_sensor,node_type_count_infrastructure_sensor,node_type_count_opportunistic_object,node_type_count_personal_device,node_type_count_vehicle_sensor,node_type_count_wearable,capability_count_place,capability_count_activity,capability_count_env_load,capability_count_resource_state
ambiguous_local_context,13,31,61,60,100,0.0546448087431694,3.278688524590164,0.030054644808743168,True,3.596174863387978,5.0,61,1.0,6,0.1,0.19843063402385433,6,30,53,60,4,9,36,30,21,1,16,14,19,2,8,1,42,14,40,21
noisy_untrusted_external,13,31,61,60,99,0.054098360655737705,3.2459016393442623,0.02185792349726776,True,3.5081967213114753,5.0,61,1.0,8,0.13333333333333333,0.23623405314083287,8,32,55,60,4,18,30,25,22,1,16,14,19,2,8,1,39,16,35,17
nominal,13,32,61,60,94,0.05136612021857923,3.081967213114754,0.022365339578454334,True,3.698360655737705,5.0,61,1.0,8,0.13333333333333333,0.30335754640839396,8,32,55,60,3,15,28,23,25,1,16,14,19,2,8,1,35,20,37,18
degraded_ego,13,32,61,60,100,0.0546448087431694,3.278688524590164,0.042701014832162376,True,3.525136612021858,5.0,61,1.0,5,0.08333333333333333,0.10381864682712139,5,29,52,60,3,7,31,34,25,1,16,14,19,2,8,1,44,17,35,21
ambiguous_local_context,13,32,61,60,92,0.05027322404371585,3.0163934426229506,0.06167056986729118,True,3.7666666666666666,5.0,61,1.0,5,0.08333333333333333,0.19292081427674648,5,29,52,60,4,16,28,22,22,1,16,14,19,2,8,1,38,17,37,20
noisy_untrusted_external,13,32,61,60,97,0.053005464480874315,3.180327868852459,0.026775956284153003,True,3.578688524590164,5.0,61,1.0,6,0.1,0.2155797686306161,6,30,53,60,3,14,32,27,21,1,16,14,19,2,8,1,40,18,35,20
nominal,13,33,61,60,106,0.05792349726775956,3.4754098360655736,0.015768930523028885,True,3.3846994535519124,5.0,61,1.0,5,0.08333333333333333,0.09450346891024856,5,29,52,60,3,12,32,32,27,1,16,14,19,2,8,1,47,22,49,20
degraded_ego,13,33,61,60,97,0.053005464480874315,3.180327868852459,0.028337236533957845,True,3.6765027322404373,5.0,61,1.0,7,0.11666666666666667,0.23493457578203344,7,31,54,60,3,14,36,27,17,1,16,14,19,2,8,1,36,18,39,25
ambiguous_local_context,13,33,61,60,95,0.05191256830601093,3.1147540983606556,0.00546448087431694,True,3.681967213114754,5.0,61,1.0,6,0.1,0.20967010547519027,6,30,53,60,3,15,30,26,21,1,16,14,19,2,8,1,43,22,37,19
noisy_untrusted_external,13,33,61,60,93,0.05081967213114754,3.0491803278688523,0.01826697892271663,True,3.673224043715847,5.0,61,1.0,8,0.13333333333333333,0.29944377185902604,8,32,55,60,3,13,32,22,23,1,16,14,19,2,8,1,41,14,34,18
nominal,13,34,61,60,98,0.053551912568306013,3.2131147540983607,0.040983606557377046,True,3.6147540983606556,5.0,61,1.0,6,0.1,0.21566818304106436,6,30,53,60,4,14,29,25,26,1,16,14,19,2,8,1,44,21,36,25
degraded_ego,13,34,61,60,101,0.055191256830601096,3.3114754098360657,0.025644028103044496,True,3.484153005464481,5.0,61,1.0,5,0.08333333333333333,0.07876535736705229,5,29,52,60,3,11,29,32,26,1,16,14,19,2,8,1,44,19,38,20
ambiguous_local_context,13,34,61,60,93,0.05081967213114754,3.0491803278688523,0.007103825136612022,True,3.7224043715846995,5.0,61,1.0,8,0.13333333333333333,0.31190891970553003,8,32,55,60,3,15,26,31,18,1,16,14,19,2,8,1,43,22,32,26
noisy_untrusted_external,13,34,61,60,99,0.054098360655737705,3.2459016393442623,0.014754098360655736,True,3.5486338797814208,5.0,61,1.0,6,0.1,0.15139292440139898,6,30,53,60,3,14,37,24,21,1,16,14,19,2,8,1,40,9,37,25
nominal,13,35,61,60,101,0.055191256830601096,3.3114754098360657,0.05433255269320843,True,3.473224043715847,5.0,61,1.0,8,0.13333333333333333,0.2428342749529191,8,32,55,60,3,11,32,28,27,1,16,14,19,2,8,1,41,15,39,28
degraded_ego,13,35,61,60,105,0.05737704918032787,3.442622950819672,0.02966432474629196,True,3.3562841530054643,5.0,61,1.0,8,0.13333333333333333,0.1739337279167788,8,32,55,60,4,16,31,34,20,1,16,14,19,2,8,1,44,15,42,19
ambiguous_local_context,13,35,61,60,93,0.05081967213114754,3.0491803278688523,0.0338407494145199,True,3.6579234972677597,5.0,61,1.0,8,0.13333333333333333,0.30285848802797943,8,32,55,60,3,15,33,19,23,1,16,14,19,2,8,1,44,21,41,24
noisy_untrusted_external,13,35,61,60,88,0.048087431693989074,2.8852459016393444,0.031967213114754096,True,3.902185792349727,6.0,61,1.0,7,0.11666666666666667,0.3108891579230563,7,31,54,60,3,16,31,23,15,1,16,14,19,2,8,1,43,17,36,21
nominal,13,36,61,60,102,0.05573770491803279,3.3442622950819674,0.020374707259953162,True,3.4726775956284155,5.0,61,1.0,7,0.11666666666666667,0.1433405687219247,7,31,54,60,3,17,30,26,26,1,16,14,19,2,8,1,43,16,40,23
degraded_ego,13,36,61,60,104,0.05683060109289618,3.4098360655737703,0.0382903981264637,True,3.3918032786885246,5.0,61,1.0,7,0.11666666666666667,0.18371854134566004,7,31,54,60,4,17,31,21,31,1,16,14,19,2,8,1,37,18,35,25
ambiguous_local_context,13,36,61,60,97,0.053005464480874315,3.180327868852459,0.02513661202185792,True,3.622950819672131,5.0,61,1.0,8,0.13333333333333333,0.2872302932472425,8,32,55,60,3,14,29,23,28,1,16,14,19,2,8,1,48,21,41,23
noisy_untrusted_external,13,36,61,60,103,0.05628415300546448,3.377049180327869,0.015300546448087432,True,3.3759562841530055,5.0,61,1.0,5,0.08333333333333333,0.0985620123755717,5,29,52,60,3,19,29,30,22,1,16,14,19,2,8,1,37,16,39,26
nominal,13,37,61,60,91,0.04972677595628415,2.9836065573770494,0.039344262295081964,True,3.862295081967213,6.0,61,1.0,6,0.1,0.2989254499423992,6,30,53,60,3,15,32,23,18,1,16,14,19,2,8,1,44,12,41,20
degraded_ego,13,37,61,60,89,0.048633879781420766,2.918032786885246,0.0273224043715847,True,3.905464480874317,6.0,61,1.0,7,0.11666666666666667,0.3931959220942272,7,31,54,60,3,12,30,25,19,1,16,14,19,2,8,1,44,18,29,26
ambiguous_local_context,13,37,61,60,80,0.04371584699453552,2.622950819672131,0.007103825136612022,True,4.089071038251366,6.0,61,1.0,7,0.11666666666666667,0.49891713747645955,7,31,54,60,3,10,31,15,21,1,16,14,19,2,8,1,39,18,46,19
noisy_untrusted_external,13,37,61,60,96,0.05245901639344262,3.1475409836065573,0.040983606557377046,True,3.6049180327868853,5.0,61,1.0,6,0.1,0.16514393327952648,6,30,53,60,3,14,32,23,24,1,16,14,19,2,8,1,36,21,44,23
nominal,13,38,61,60,90,0.04918032786885246,2.9508196721311477,0.010109289617486339,True,3.7333333333333334,5.0,61,1.0,5,0.08333333333333333,0.2027118644067797,5,29,52,60,3,12,27,22,26,1,16,14,19,2,8,1,43,18,32,19
degraded_ego,13,38,61,60,98,0.053551912568306013,3.2131147540983607,0.026697892271662763,True,3.6153005464480876,5.0,61,1.0,7,0.11666666666666667,0.1882349116671151,7,31,54,60,3,16,32,27,20,1,16,14,19,2,8,1,39,20,34,20
ambiguous_local_context,13,38,61,60,98,0.053551912568306013,3.2131147540983607,0.037743950039032005,True,3.6224043715846994,5.0,61,1.0,6,0.1,0.2080342742630878,6,30,53,60,3,15,31,36,13,1,16,14,19,2,8,1,38,18,39,22
noisy_untrusted_external,13,38,61,60,104,0.05683060109289618,3.4098360655737703,0.07868852459016393,True,3.5639344262295083,5.0,61,1.0,5,0.08333333333333333,0.15413275205648086,5,29,52,60,4,14,30,30,26,1,16,14,19,2,8,1,43,17,37,21
nominal,13,39,61,60,99,0.054098360655737705,3.2459016393442623,0.04207650273224044,True,3.574863387978142,5.0,61,1.0,8,0.13333333333333333,0.23981346964397818,8,32,55,60,3,13,32,24,27,1,16,14,19,2,8,1,36,19,36,21
degraded_ego,13,39,61,60,93,0.05081967213114754,3.0491803278688523,0.0180327868852459,True,3.698360655737705,5.0,61,1.0,8,0.13333333333333333,0.3400502197112366,8,32,55,60,3,14,34,22,20,1,16,14,19,2,8,1,45,13,35,25
ambiguous_local_context,13,39,61,60,95,0.05191256830601093,3.1147540983606556,0.0507416081186573,True,3.780327868852459,5.0,61,1.0,7,0.11666666666666667,0.3612774695156498,7,31,54,60,5,12,33,26,19,1,16,14,19,2,8,1,32,19,38,26
noisy_untrusted_external,13,39,61,60,89,0.048633879781420766,2.918032786885246,0.00897736143637783,True,3.8158469945355193,5.0,61,1.0,5,0.08333333333333333,0.3048654829163304,5,29,52,60,3,15,30,19,22,1,16,14,19,2,8,1,47,14,38,23
nominal,13,40,61,60,79,0.04316939890710383,2.5901639344262297,0.01256830601092896,True,4.046448087431694,6.0,61,1.0,5,0.08333333333333333,0.3823352165725047,5,29,52,60,5,13,24,19,18,1,16,14,19,2,8,1,42,22,38,18
degraded_ego,13,40,61,60,94,0.05136612021857923,3.081967213114754,0.046682279469164714,True,3.7808743169398906,6.0,61,1.0,6,0.1,0.2537147504096657,6,30,53,60,4,13,27,32,18,1,16,14,19,2,8,1,40,18,33,23
ambiguous_local_context,13,40,61,60,103,0.05628415300546448,3.377049180327869,0.016939890710382512,True,3.4371584699453552,5.0,61,1.0,6,0.1,0.1434973595143086,6,30,53,60,3,19,26,25,30,1,16,14,19,2,8,1,44,18,40,18
noisy_untrusted_external,13,40,61,60,90,0.04918032786885246,2.9508196721311477,0.015886026541764246,True,3.773224043715847,5.0,61,1.0,5,0.08333333333333333,0.17073154874002336,5,29,52,60,3,15,30,22,20,1,16,14,19,2,8,1,37,19,42,22
nominal,13,41,61,60,97,0.053005464480874315,3.180327868852459,0.021233411397345824,True,3.5524590163934424,5.0,61,1.0,5,0.08333333333333333,0.1189872682245563,5,29,52,60,3,9,28,32,25,1,16,14,19,2,8,1,41,20,42,22
degraded_ego,13,41,61,60,98,0.053551912568306013,3.2131147540983607,0.04039812646370024,True,3.587431693989071,5.0,61,1.0,6,0.1,0.1861815491476508,6,30,53,60,3,11,32,34,18,1,16,14,19,2,8,1,38,17,39,11
ambiguous_local_context,13,41,61,60,93,0.05081967213114754,3.0491803278688523,0.013895394223263075,True,3.733879781420765,5.0,61,1.0,6,0.1,0.21818267419962342,6,30,53,60,3,10,34,21,25,1,16,14,19,2,8,1,39,16,38,20
noisy_untrusted_external,13,41,61,60,103,0.05628415300546448,3.377049180327869,0.021584699453551914,True,3.560109289617486,5.0,61,1.0,8,0.13333333333333333,0.22168289024221233,8,32,55,60,4,11,30,36,22,1,16,14,19,2,8,1,46,7,33,23
nominal,13,42,61,60,98,0.053551912568306013,3.2131147540983607,0.03337236533957845,True,3.6513661202185794,5.0,61,1.0,7,0.11666666666666667,0.2516498724125843,7,31,54,60,3,12,31,22,30,1,16,14,19,2,8,1,31,20,39,25
degraded_ego,13,42,61,60,92,0.05027322404371585,3.0163934426229506,0.022950819672131147,True,3.7633879781420765,5.0,61,1.0,8,0.13333333333333333,0.3493132902878666,8,32,55,60,3,13,27,29,20,1,16,14,19,2,8,1,47,18,33,16
ambiguous_local_context,13,42,61,60,96,0.05245901639344262,3.1475409836065573,0.013296903460837887,True,3.5273224043715845,5.0,61,1.0,8,0.13333333333333333,0.2398844783590547,8,32,55,60,3,15,32,32,14,1,16,14,19,2,8,1,42,15,41,21
noisy_untrusted_external,13,42,61,60,90,0.04918032786885246,2.9508196721311477,0.0327088212334114,True,3.7540983606557377,5.0,61,1.0,5,0.08333333333333333,0.17229889695991393,5,29,52,60,3,14,24,33,16,1,16,14,19,2,8,1,40,20,44,23
nominal,13,43,61,60,94,0.05136612021857923,3.081967213114754,0.010967993754879,True,3.673224043715847,5.0,61,1.0,6,0.1,0.2219805398618957,6,30,53,60,3,11,34,27,19,1,16,14,19,2,8,1,43,13,42,16
degraded_ego,13,43,61,60,97,0.053005464480874315,3.180327868852459,0.03943533697632058,True,3.6830601092896176,5.0,61,1.0,5,0.08333333333333333,0.13382409649358804,5,29,52,60,4,16,24,28,25,1,16,14,19,2,8,1,48,16,38,21
ambiguous_local_context,13,43,61,60,96,0.05245901639344262,3.1475409836065573,0.07927400468384074,True,3.6617486338797813,5.0,61,1.0,6,0.1,0.17706461303918936,6,30,53,60,3,12,27,23,31,1,16,14,19,2,8,1,42,14,39,25
noisy_untrusted_external,13,43,61,60,98,0.053551912568306013,3.2131147540983607,0.0117096018735363,True,3.5207650273224043,5.0,61,1.0,6,0.1,0.1713874559213542,6,30,53,60,5,12,33,23,25,1,16,14,19,2,8,1,37,13,34,23
nominal,13,44,61,60,106,0.05792349726775956,3.4754098360655736,0.033177205308352845,True,3.468306010928962,5.0,61,1.0,6,0.1,0.16921252319557406,6,30,53,60,3,20,32,26,25,1,16,14,19,2,8,1,45,20,38,29
degraded_ego,13,44,61,60,99,0.054098360655737705,3.2459016393442623,0.02841530054644809,True,3.610382513661202,5.0,61,1.0,8,0.13333333333333333,0.32447774761334075,8,32,55,60,3,12,36,18,30,1,16,14,19,2,8,1,40,16,36,19
ambiguous_local_context,13,44,61,60,95,0.05191256830601093,3.1147540983606556,0.019672131147540982,True,3.7185792349726774,5.0,61,1.0,6,0.1,0.23522117712795673,6,30,53,60,3,7,37,26,22,1,16,14,19,2,8,1,48,15,38,25
noisy_untrusted_external,13,44,61,60,100,0.0546448087431694,3.278688524590164,0.00819672131147541,True,3.5398907103825135,5.0,61,1.0,7,0.11666666666666667,0.19663884295240236,7,31,54,60,3,18,34,26,19,1,16,14,19,2,8,1,43,12,44,19
nominal,13,45,61,60,91,0.04972677595628415,2.9836065573770494,0.01366120218579235,True,3.7431693989071038,5.0,61,1.0,8,0.13333333333333333,0.3548560667204735,8,32,55,60,3,17,33,21,17,1,16,14,19,2,8,1,42,15,39,17
degraded_ego,13,45,61,60,103,0.05628415300546448,3.377049180327869,0.04067135050741608,True,3.471584699453552,5.0,61,1.0,8,0.13333333333333333,0.22121065375302673,8,32,55,60,4,14,37,26,22,1,16,14,19,2,8,1,36,19,38,16
ambiguous_local_context,13,45,61,60,100,0.0546448087431694,3.278688524590164,0.017486338797814208,True,3.591256830601093,5.0,61,1.0,6,0.1,0.1980324634561923,6,30,53,60,4,11,33,34,18,1,16,14,19,2,8,1,38,21,33,25
noisy_untrusted_external,13,45,61,60,99,0.054098360655737705,3.2459016393442623,0.009562841530054643,True,3.5289617486338796,5.0,61,1.0,5,0.08333333333333333,0.09691462649089765,5,29,52,60,3,18,28,25,25,1,16,14,19,2,8,1,35,22,38,27
nominal,13,46,61,60,101,0.055191256830601096,3.3114754098360657,0.05729898516783763,True,3.5622950819672132,5.0,61,1.0,5,0.08333333333333333,0.135736725609607,5,29,52,60,3,14,26,32,26,1,16,14,19,2,8,1,37,18,34,20
degraded_ego,13,46,61,60,93,0.05081967213114754,3.0491803278688523,0.0,True,3.7147540983606557,5.0,61,1.0,8,0.13333333333333333,0.29637904468412934,8,32,55,60,3,13,33,21,23,1,16,14,19,2,8,1,39,16,35,20
ambiguous_local_context,13,46,61,60,97,0.053005464480874315,3.180327868852459,0.015846994535519125,True,3.555191256830601,5.0,61,1.0,8,0.13333333333333333,0.24353784006326384,8,32,55,60,3,20,28,28,18,1,16,14,19,2,8,1,50,22,38,20
noisy_untrusted_external,13,46,61,60,104,0.05683060109289618,3.4098360655737703,0.04246682279469164,True,3.5076502732240438,5.0,61,1.0,6,0.1,0.16563665775530176,6,30,53,60,3,14,25,32,30,1,16,14,19,2,8,1,45,16,34,28
nominal,13,47,61,60,103,0.05628415300546448,3.377049180327869,0.02966432474629196,True,3.5579234972677596,5.0,61,1.0,6,0.1,0.13494395121513764,6,30,53,60,3,15,37,26,22,1,16,14,19,2,8,1,37,21,39,21
degraded_ego,13,47,61,60,110,0.060109289617486336,3.6065573770491803,0.040241998438719756,True,3.389617486338798,5.0,61,1.0,8,0.13333333333333333,0.13694242668818937,8,32,55,60,3,15,29,30,33,1,16,14,19,2,8,1,39,22,33,27
ambiguous_local_context,13,47,61,60,108,0.05901639344262295,3.540983606557377,0.009523809523809523,True,3.3688524590163933,5.0,61,1.0,6,0.1,0.10244676384506891,6,30,53,60,3,21,38,28,18,1,16,14,19,2,8,1,38,17,40,21
noisy_untrusted_external,13,47,61,60,101,0.055191256830601096,3.3114754098360657,0.020374707259953162,True,3.5475409836065572,5.0,61,1.0,6,0.1,0.15359086456544083,6,30,53,60,3,15,35,27,21,1,16,14,19,2,8,1,39,19,37,25
nominal,13,48,61,60,101,0.055191256830601096,3.3114754098360657,0.021935987509758,True,3.456830601092896,5.0,61,1.0,6,0.1,0.16982675516573825,6,30,53,60,4,13,34,27,23,1,16,14,19,2,8,1,42,19,41,21
degraded_ego,13,48,61,60,96,0.05245901639344262,3.1475409836065573,0.01256830601092896,True,3.6907103825136613,5.0,61,1.0,5,0.08333333333333333,0.14648529279885214,5,29,52,60,4,15,29,27,21,1,16,14,19,2,8,1,44,20,40,18
ambiguous_local_context,13,48,61,60,100,0.0546448087431694,3.278688524590164,0.04527712724434036,True,3.639344262295082,5.0,61,1.0,8,0.13333333333333333,0.25665957394770966,8,32,55,60,4,17,30,22,27,1,16,14,19,2,8,1,40,17,39,32
noisy_untrusted_external,13,48,61,60,94,0.05136612021857923,3.081967213114754,0.02115534738485558,True,3.6868852459016392,5.0,61,1.0,5,0.08333333333333333,0.19718794074726279,5,29,52,60,3,13,24,23,31,1,16,14,19,2,8,1,43,12,41,14
nominal,13,49,61,60,90,0.04918032786885246,2.9508196721311477,0.015846994535519125,True,3.7491803278688525,5.0,61,1.0,8,0.13333333333333333,0.339484126984127,8,32,55,60,3,9,30,33,15,1,16,14,19,2,8,1,43,16,38,22
degraded_ego,13,49,61,60,87,0.047540983606557376,2.8524590163934427,0.0,True,3.8612021857923495,6.0,61,1.0,7,0.11666666666666667,0.3268982806270941,7,31,54,60,3,15,31,20,18,1,16,14,19,2,8,1,45,17,34,24
ambiguous_local_context,13,49,61,60,107,0.058469945355191254,3.5081967213114753,0.07010148321623731,True,3.414207650273224,5.0,61,1.0,7,0.11666666666666667,0.15351851851851858,7,31,54,60,3,21,29,25,29,1,16,14,19,2,8,1,39,20,38,24
noisy_untrusted_external,13,49,61,60,94,0.05136612021857923,3.081967213114754,0.04808743169398907,True,3.6557377049180326,5.0,61,1.0,7,0.11666666666666667,0.2919316653214959,7,31,54,60,3,17,30,20,24,1,16,14,19,2,8,1,36,12,40,18
nominal,17,0,61,60,93,0.05081967213114754,3.0491803278688523,0.02896174863387978,True,3.7382513661202186,5.0,61,1.0,5,0.08333333333333333,0.22572137843324283,5,29,52,60,3,13,27,23,27,1,16,14,19,2,8,1,42,17,42,22
degraded_ego,17,0,61,60,108,0.05901639344262295,3.540983606557377,0.03715846994535519,True,3.36775956284153,5.0,61,1.0,8,0.13333333333333333,0.22802797955340323,8,32,55,60,4,22,30,27,25,1,16,14,19,2,8,1,40,17,43,28
ambiguous_local_context,17,0,61,60,94,0.05136612021857923,3.081967213114754,0.008743169398907104,True,3.789617486338798,6.0,61,1.0,7,0.11666666666666667,0.28830373957492605,7,31,54,60,3,11,35,23,22,1,16,14,19,2,8,1,38,15,48,20
noisy_untrusted_external,17,0,61,60,101,0.055191256830601096,3.3114754098360657,0.021675774134790528,True,3.489071038251366,5.0,61,1.0,6,0.1,0.1120993915061712,6,30,53,60,4,13,35,18,31,1,16,14,19,2,8,1,42,18,39,23
nominal,17,1,61,60,95,0.05191256830601093,3.1147540983606556,0.03731459797033567,True,3.7202185792349725,5.0,61,1.0,7,0.11666666666666667,0.3225121065375303,7,31,54,60,3,13,32,25,22,1,16,14,19,2,8,1,41,15,37,23
degraded_ego,17,1,61,60,93,0.05081967213114754,3.0491803278688523,0.023497267759562842,True,3.726229508196721,5.0,61,1.0,7,0.11666666666666667,0.2820514874328433,7,31,54,60,3,18,31,23,18,1,16,14,19,2,8,1,40,16,42,23
ambiguous_local_context,17,1,61,60,103,0.05628415300546448,3.377049180327869,0.015495706479313037,True,3.456830601092896,5.0,61,1.0,5,0.08333333333333333,0.0870151090278209,5,29,52,60,3,13,27,28,32,1,16,14,19,2,8,1,37,15,41,19
noisy_untrusted_external,17,1,61,60,94,0.05136612021857923,3.081967213114754,0.022950819672131147,True,3.666120218579235,5.0,61,1.0,8,0.13333333333333333,0.3027617580159954,8,32,55,60,3,15,29,23,24,1,16,14,19,2,8,1,45,20,40,20
nominal,17,2,61,60,102,0.05573770491803279,3.3442622950819674,0.01916471506635441,True,3.3475409836065575,5.0,61,1.0,5,0.08333333333333333,0.0789759581285005,5,29,52,60,4,13,29,32,24,1,16,14,19,2,8,1,40,18,41,23
degraded_ego,17,2,61,60,93,0.05081967213114754,3.0491803278688523,0.04806141035649232,True,3.6923497267759564,5.0,61,1.0,5,0.08333333333333333,0.16307140442733659,5,29,52,60,3,13,28,27,22,1,16,14,19,2,8,1,41,21,48,23
ambiguous_local_context,17,2,61,60,96,0.05245901639344262,3.1475409836065573,0.00819672131147541,True,3.740983606557377,5.0,61,1.0,8,0.13333333333333333,0.36252005370649454,8,32,55,60,4,14,31,26,21,1,16,14,19,2,8,1,37,21,36,21
noisy_untrusted_external,17,2,61,60,95,0.05191256830601093,3.1147540983606556,0.004371584699453552,True,3.6841530054644807,5.0,61,1.0,8,0.13333333333333333,0.26006994888350815,8,32,55,60,3,14,31,28,19,1,16,14,19,2,8,1,46,18,43,22
nominal,17,3,61,60,99,0.054098360655737705,3.2459016393442623,0.013387978142076502,True,3.4726775956284155,5.0,61,1.0,8,0.13333333333333333,0.2413328401040266,8,32,55,60,3,17,30,26,23,1,16,14,19,2,8,1,40,18,44,22
degraded_ego,17,3,61,60,107,0.058469945355191254,3.5081967213114753,0.014949258391881342,True,3.3737704918032785,5.0,61,1.0,7,0.11666666666666667,0.1380935966105458,7,31,54,60,3,9,37,28,30,1,16,14,19,2,8,1,38,19,40,19
ambiguous_local_context,17,3,61,60,98,0.053551912568306013,3.2131147540983607,0.03575331772053083,True,3.6311475409836067,5.0,61,1.0,7,0.11666666666666667,0.20568641238382016,7,31,54,60,3,12,37,27,19,1,16,14,19,2,8,1,43,17,33,25
noisy_untrusted_external,17,3,61,60,95,0.05191256830601093,3.1147540983606556,0.00819672131147541,True,3.6420765027322406,5.0,61,1.0,8,0.13333333333333333,0.31505560039458363,8,32,55,60,3,12,30,31,19,1,16,14,19,2,8,1,45,22,40,18
nominal,17,4,61,60,103,0.05628415300546448,3.377049180327869,0.01092896174863388,True,3.4628415300546447,5.0,61,1.0,8,0.13333333333333333,0.19713706883198404,8,32,55,60,4,17,31,26,25,1,16,14,19,2,8,1,43,16,39,21
degraded_ego,17,4,61,60,102,0.05573770491803279,3.3442622950819674,0.06026541764246682,True,3.548087431693989,5.0,61,1.0,6,0.1,0.13242946475997325,6,30,53,60,4,12,30,27,29,1,16,14,19,2,8,1,34,18,34,19
ambiguous_local_context,17,4,61,60,98,0.053551912568306013,3.2131147540983607,0.029195940671350507,True,3.5628415300546448,5.0,61,1.0,5,0.08333333333333333,0.1673241745699373,5,29,52,60,4,13,30,28,23,1,16,14,19,2,8,1,40,17,34,17
noisy_untrusted_external,17,4,61,60,99,0.054098360655737705,3.2459016393442623,0.06284153005464481,True,3.557377049180328,5.0,61,1.0,6,0.1,0.16927366889231302,6,30,53,60,3,12,29,29,26,1,16,14,19,2,8,1,43,14,34,23
nominal,17,5,61,60,96,0.05245901639344262,3.1475409836065573,0.06014832162373146,True,3.678688524590164,5.0,61,1.0,5,0.08333333333333333,0.13759774908079994,5,29,52,60,5,19,26,18,28,1,16,14,19,2,8,1,36,21,42,18
degraded_ego,17,5,61,60,98,0.053551912568306013,3.2131147540983607,0.00546448087431694,True,3.585792349726776,5.0,61,1.0,8,0.13333333333333333,0.2690924580755089,8,32,55,60,4,17,23,32,22,1,16,14,19,2,8,1,37,18,36,20
ambiguous_local_context,17,5,61,60,95,0.05191256830601093,3.1147540983606556,0.020218579234972674,True,3.762841530054645,5.0,61,1.0,6,0.1,0.2781054287833949,6,30,53,60,4,14,31,26,20,1,16,14,19,2,8,1,31,17,34,20
noisy_untrusted_external,17,5,61,60,108,0.05901639344262295,3.540983606557377,0.03672911787665886,True,3.4120218579234973,5.0,61,1.0,6,0.1,0.16651515275288695,6,30,53,60,5,24,28,25,26,1,16,14,19,2,8,1,39,18,36,21
nominal,17,6,61,60,99,0.054098360655737705,3.2459016393442623,0.04047619047619048,True,3.57431693989071,5.0,61,1.0,7,0.11666666666666667,0.21622208770513854,7,31,54,60,3,9,31,29,27,1,16,14,19,2,8,1,29,19,41,23
degraded_ego,17,6,61,60,91,0.04972677595628415,2.9836065573770494,0.0180327868852459,True,3.797814207650273,6.0,61,1.0,6,0.1,0.2876755651755653,6,30,53,60,3,9,33,33,13,1,16,14,19,2,8,1,35,19,42,20
ambiguous_local_context,17,6,61,60,88,0.048087431693989074,2.8852459016393444,0.023497267759562842,True,3.866120218579235,6.0,61,1.0,6,0.1,0.2989743072370191,6,30,53,60,3,12,26,26,21,1,16,14,19,2,8,1,41,16,37,22
noisy_untrusted_external,17,6,61,60,89,0.048633879781420766,2.918032786885246,0.007689305230288837,True,3.7049180327868854,5.0,61,1.0,8,0.13333333333333333,0.39544323379069146,8,32,55,60,3,13,31,25,17,1,16,14,19,2,8,1,36,23,34,23
nominal,17,7,61,60,93,0.05081967213114754,3.0491803278688523,0.0273224043715847,True,3.7491803278688525,5.0,61,1.0,8,0.13333333333333333,0.3746484055806091,8,32,55,60,4,15,32,20,22,1,16,14,19,2,8,1,43,21,40,22
degraded_ego,17,7,61,60,108,0.05901639344262295,3.540983606557377,0.04024199843871974,True,3.283606557377049,5.0,61,1.0,6,0.1,0.08456642698168124,6,30,53,60,4,11,28,38,27,1,16,14,19,2,8,1,46,20,39,19
ambiguous_local_context,17,7,61,60,98,0.053551912568306013,3.2131147540983607,0.031147540983606555,True,3.6540983606557376,5.0,61,1.0,7,0.11666666666666667,0.2723970944309927,7,31,54,60,3,12,33,25,25,1,16,14,19,2,8,1,42,22,35,22
noisy_untrusted_external,17,7,61,60,93,0.05081967213114754,3.0491803278688523,0.00819672131147541,True,3.73224043715847,5.0,61,1.0,8,0.13333333333333333,0.42092009685230036,8,32,55,60,3,11,29,31,19,1,16,14,19,2,8,1,36,17,33,25
nominal,17,8,61,60,92,0.05027322404371585,3.0163934426229506,0.029547228727556597,True,3.7562841530054647,5.0,61,1.0,8,0.13333333333333333,0.3802428237174001,8,32,55,60,3,14,27,29,19,1,16,14,19,2,8,1,46,19,40,25
degraded_ego,17,8,61,60,106,0.05792349726775956,3.4754098360655736,0.008977361436377831,True,3.365573770491803,5.0,61,1.0,6,0.1,0.09592301138911308,6,30,53,60,5,15,32,22,32,1,16,14,19,2,8,1,39,19,37,26
ambiguous_local_context,17,8,61,60,106,0.05792349726775956,3.4754098360655736,0.027283372365339575,True,3.343169398907104,5.0,61,1.0,5,0.08333333333333333,0.08694998817880173,5,29,52,60,3,16,32,31,24,1,16,14,19,2,8,1,39,21,38,26
noisy_untrusted_external,17,8,61,60,90,0.04918032786885246,2.9508196721311477,0.007728337236533957,True,3.800546448087432,6.0,61,1.0,6,0.1,0.2115243623294471,6,30,53,60,3,9,33,21,24,1,16,14,19,2,8,1,35,19,35,21
