scenario,seed,episode,relation_type,edge_count,edge_share,relation_utility
degraded_ego,11,16,OOR,4,0.039603960396039604,1.0
degraded_ego,11,16,CLOR,11,0.10891089108910891,0.8
degraded_ego,11,16,CWOR,32,0.31683168316831684,0.8
degraded_ego,11,16,SOR,36,0.3564356435643564,0.6
degraded_ego,11,16,POR,18,0.1782178217821782,0.5
ambiguous_local_context,11,16,OOR,3,0.03296703296703297,1.0
ambiguous_local_context,11,16,CLOR,10,0.10989010989010989,0.8
ambiguous_local_context,11,16,CWOR,28,0.3076923076923077,0.8
ambiguous_local_context,11,16,SOR,19,0.2087912087912088,0.6
ambiguous_local_context,11,16,POR,31,0.34065934065934067,0.5
noisy_untrusted_external,11,16,OOR,4,0.035398230088495575,1.0
noisy_untrusted_external,11,16,CLOR,21,0.18584070796460178,0.8
noisy_untrusted_external,11,16,CWOR,34,0.3008849557522124,0.8
noisy_untrusted_external,11,16,SOR,28,0.24778761061946902,0.6
noisy_untrusted_external,11,16,POR,26,0.23008849557522124,0.5
nominal,11,17,OOR,3,0.031914893617021274,1.0
nominal,11,17,CLOR,17,0.18085106382978725,0.8
nominal,11,17,CWOR,31,0.32978723404255317,0.8
nominal,11,17,SOR,27,0.2872340425531915,0.6
nominal,11,17,POR,16,0.1702127659574468,0.5
degraded_ego,11,17,OOR,5,0.04950495049504951,1.0
degraded_ego,11,17,CLOR,13,0.12871287128712872,0.8
degraded_ego,11,17,CWOR,33,0.32673267326732675,0.8
degraded_ego,11,17,SOR,28,0.27722772277227725,0.6
degraded_ego,11,17,POR,22,0.21782178217821782,0.5
ambiguous_local_context,11,17,OOR,3,0.030927835051546393,1.0
ambiguous_local_context,11,17,CLOR,13,0.13402061855670103,0.8
ambiguous_local_context,11,17,CWOR,32,0.32989690721649484,0.8
ambiguous_local_context,11,17,SOR,31,0.31958762886597936,0.6
ambiguous_local_context,11,17,POR,18,0.18556701030927836,0.5
noisy_untrusted_external,11,17,OOR,3,0.031578947368421054,1.0
noisy_untrusted_external,11,17,CLOR,10,0.10526315789473684,0.8
noisy_untrusted_external,11,17,CWOR,32,0.3368421052631579,0.8
noisy_untrusted_external,11,17,SOR,23,0.24210526315789474,0.6
noisy_untrusted_external,11,17,POR,27,0.28421052631578947,0.5
nominal,11,18,OOR,4,0.041666666666666664,1.0
nominal,11,18,CLOR,12,0.125,0.8
nominal,11,18,CWOR,31,0.3229166666666667,0.8
nominal,11,18,SOR,34,0.3541666666666667,0.6
nominal,11,18,POR,15,0.15625,0.5
degraded_ego,11,18,OOR,3,0.02912621359223301,1.0
degraded_ego,11,18,CLOR,12,0.11650485436893204,0.8
degraded_ego,11,18,CWOR,33,0.32038834951456313,0.8
degraded_ego,11,18,SOR,30,0.2912621359223301,0.6
degraded_ego,11,18,POR,25,0.24271844660194175,0.5
ambiguous_local_context,11,18,OOR,3,0.034482758620689655,1.0
ambiguous_local_context,11,18,CLOR,14,0.16091954022988506,0.8
ambiguous_local_context,11,18,CWOR,26,0.2988505747126437,0.8
ambiguous_local_context,11,18,SOR,27,0.3103448275862069,0.6
ambiguous_local_context,11,18,POR,17,0.19540229885057472,0.5
noisy_untrusted_external,11,18,OOR,3,0.030303030303030304,1.0
noisy_untrusted_external,11,18,CLOR,17,0.1717171717171717,0.8
noisy_untrusted_external,11,18,CWOR,27,0.2727272727272727,0.8
noisy_untrusted_external,11,18,SOR,28,0.2828282828282828,0.6
noisy_untrusted_external,11,18,POR,24,0.24242424242424243,0.5
nominal,11,19,OOR,3,0.02912621359223301,1.0
nominal,11,19,CLOR,10,0.0970873786407767,0.8
nominal,11,19,CWOR,38,0.36893203883495146,0.8
nominal,11,19,SOR,28,0.27184466019417475,0.6
nominal,11,19,POR,24,0.23300970873786409,0.5
degraded_ego,11,19,OOR,4,0.039603960396039604,1.0
degraded_ego,11,19,CLOR,8,0.07920792079207921,0.8
degraded_ego,11,19,CWOR,35,0.3465346534653465,0.8
degraded_ego,11,19,SOR,30,0.297029702970297,0.6
degraded_ego,11,19,POR,24,0.2376237623762376,0.5
ambiguous_local_context,11,19,OOR,5,0.04854368932038835,1.0
ambiguous_local_context,11,19,CLOR,21,0.20388349514563106,0.8
ambiguous_local_context,11,19,CWOR,31,0.30097087378640774,0.8
ambiguous_local_context,11,19,SOR,25,0.24271844660194175,0.6
ambiguous_local_context,11,19,POR,21,0.20388349514563106,0.5
noisy_untrusted_external,11,19,OOR,3,0.031578947368421054,1.0
noisy_untrusted_external,11,19,CLOR,15,0.15789473684210525,0.8
noisy_untrusted_external,11,19,CWOR,24,0.25263157894736843,0.8
noisy_untrusted_external,11,19,SOR,32,0.3368421052631579,0.6
noisy_untrusted_external,11,19,POR,21,0.22105263157894736,0.5
nominal,11,20,OOR,3,0.031578947368421054,1.0
nominal,11,20,CLOR,17,0.17894736842105263,0.8
nominal,11,20,CWOR,29,0.30526315789473685,0.8
nominal,11,20,SOR,23,0.24210526315789474,0.6
nominal,11,20,POR,23,0.24210526315789474,0.5
degraded_ego,11,20,OOR,4,0.04395604395604396,1.0
degraded_ego,11,20,CLOR,13,0.14285714285714285,0.8
degraded_ego,11,20,CWOR,32,0.3516483516483517,0.8
degraded_ego,11,20,SOR,28,0.3076923076923077,0.6
degraded_ego,11,20,POR,14,0.15384615384615385,0.5
ambiguous_local_context,11,20,OOR,3,0.031914893617021274,1.0
ambiguous_local_context,11,20,CLOR,11,0.11702127659574468,0.8
ambiguous_local_context,11,20,CWOR,32,0.3404255319148936,0.8
ambiguous_local_context,11,20,SOR,26,0.2765957446808511,0.6
ambiguous_local_context,11,20,POR,22,0.23404255319148937,0.5
noisy_untrusted_external,11,20,OOR,3,0.030927835051546393,1.0
noisy_untrusted_external,11,20,CLOR,13,0.13402061855670103,0.8
noisy_untrusted_external,11,20,CWOR,28,0.28865979381443296,0.8
noisy_untrusted_external,11,20,SOR,30,0.30927835051546393,0.6
noisy_untrusted_external,11,20,POR,23,0.23711340206185566,0.5
nominal,11,21,OOR,3,0.031578947368421054,1.0
nominal,11,21,CLOR,14,0.14736842105263157,0.8
nominal,11,21,CWOR,32,0.3368421052631579,0.8
nominal,11,21,SOR,29,0.30526315789473685,0.6
nominal,11,21,POR,17,0.17894736842105263,0.5
degraded_ego,11,21,OOR,3,0.024390243902439025,1.0
degraded_ego,11,21,CLOR,22,0.17886178861788618,0.8
degraded_ego,11,21,CWOR,28,0.22764227642276422,0.8
degraded_ego,11,21,SOR,31,0.25203252032520324,0.6
degraded_ego,11,21,POR,39,0.3170731707317073,0.5
ambiguous_local_context,11,21,OOR,3,0.030927835051546393,1.0
ambiguous_local_context,11,21,CLOR,14,0.14432989690721648,0.8
ambiguous_local_context,11,21,CWOR,31,0.31958762886597936,0.8
ambiguous_local_context,11,21,SOR,22,0.2268041237113402,0.6
ambiguous_local_context,11,21,POR,27,0.27835051546391754,0.5
noisy_untrusted_external,11,21,OOR,4,0.041666666666666664,1.0
noisy_untrusted_external,11,21,CLOR,16,0.16666666666666666,0.8
noisy_untrusted_external,11,21,CWOR,33,0.34375,0.8
noisy_untrusted_external,11,21,SOR,17,0.17708333333333334,0.6
noisy_untrusted_external,11,21,POR,26,0.2708333333333333,0.5
nominal,11,22,OOR,3,0.03225806451612903,1.0
nominal,11,22,CLOR,11,0.11827956989247312,0.8
nominal,11,22,CWOR,31,0.3333333333333333,0.8
nominal,11,22,SOR,25,0.26881720430107525,0.6
nominal,11,22,POR,23,0.24731182795698925,0.5
degraded_ego,11,22,OOR,3,0.034482758620689655,1.0
degraded_ego,11,22,CLOR,9,0.10344827586206896,0.8
degraded_ego,11,22,CWOR,29,0.3333333333333333,0.8
degraded_ego,11,22,SOR,23,0.26436781609195403,0.6
degraded_ego,11,22,POR,23,0.26436781609195403,0.5
ambiguous_local_context,11,22,OOR,3,0.03125,1.0
ambiguous_local_context,11,22,CLOR,15,0.15625,0.8
ambiguous_local_context,11,22,CWOR,29,0.3020833333333333,0.8
ambiguous_local_context,11,22,SOR,22,0.22916666666666666,0.6
ambiguous_local_context,11,22,POR,27,0.28125,0.5
noisy_untrusted_external,11,22,OOR,3,0.030612244897959183,1.0
noisy_untrusted_external,11,22,CLOR,9,0.09183673469387756,0.8
noisy_untrusted_external,11,22,CWOR,35,0.35714285714285715,0.8
noisy_untrusted_external,11,22,SOR,31,0.3163265306122449,0.6
noisy_untrusted_external,11,22,POR,20,0.20408163265306123,0.5
nominal,11,23,OOR,3,0.03333333333333333,1.0
nominal,11,23,CLOR,16,0.17777777777777778,0.8
nominal,11,23,CWOR,34,0.37777777777777777,0.8
nominal,11,23,SOR,24,0.26666666666666666,0.6
nominal,11,23,POR,13,0.14444444444444443,0.5
degraded_ego,11,23,OOR,3,0.03333333333333333,1.0
degraded_ego,11,23,CLOR,12,0.13333333333333333,0.8
degraded_ego,11,23,CWOR,30,0.3333333333333333,0.8
degraded_ego,11,23,SOR,23,0.25555555555555554,0.6
degraded_ego,11,23,POR,22,0.24444444444444444,0.5
ambiguous_local_context,11,23,OOR,3,0.027777777777777776,1.0
ambiguous_local_context,11,23,CLOR,16,0.14814814814814814,0.8
ambiguous_local_context,11,23,CWOR,34,0.3148148148148148,0.8
ambiguous_local_context,11,23,SOR,31,0.28703703703703703,0.6
ambiguous_local_context,11,23,POR,24,0.2222222222222222,0.5
noisy_untrusted_external,11,23,OOR,3,0.03125,1.0
noisy_untrusted_external,11,23,CLOR,16,0.16666666666666666,0.8
noisy_untrusted_external,11,23,CWOR,25,0.2604166666666667,0.8
noisy_untrusted_external,11,23,SOR,29,0.3020833333333333,0.6
noisy_untrusted_external,11,23,POR,23,0.23958333333333334,0.5
nominal,11,24,OOR,4,0.03773584905660377,1.0
nominal,11,24,CLOR,18,0.16981132075471697,0.8
nominal,11,24,CWOR,30,0.2830188679245283,0.8
nominal,11,24,SOR,30,0.2830188679245283,0.6
nominal,11,24,POR,24,0.22641509433962265,0.5
degraded_ego,11,24,OOR,3,0.031578947368421054,1.0
degraded_ego,11,24,CLOR,19,0.2,0.8
degraded_ego,11,24,CWOR,31,0.3263157894736842,0.8
degraded_ego,11,24,SOR,23,0.24210526315789474,0.6
degraded_ego,11,24,POR,19,0.2,0.5
ambiguous_local_context,11,24,OOR,3,0.030927835051546393,1.0
ambiguous_local_context,11,24,CLOR,15,0.15463917525773196,0.8
ambiguous_local_context,11,24,CWOR,31,0.31958762886597936,0.8
ambiguous_local_context,11,24,SOR,30,0.30927835051546393,0.6
ambiguous_local_context,11,24,POR,18,0.18556701030927836,0.5
noisy_untrusted_external,11,24,OOR,3,0.030927835051546393,1.0
noisy_untrusted_external,11,24,CLOR,16,0.16494845360824742,0.8
noisy_untrusted_external,11,24,CWOR,29,0.29896907216494845,0.8
noisy_untrusted_external,11,24,SOR,26,0.26804123711340205,0.6
noisy_untrusted_external,11,24,POR,23,0.23711340206185566,0.5
nominal,11,25,OOR,3,0.031914893617021274,1.0
nominal,11,25,CLOR,19,0.20212765957446807,0.8
nominal,11,25,CWOR,25,0.26595744680851063,0.8
nominal,11,25,SOR,25,0.26595744680851063,0.6
nominal,11,25,POR,22,0.23404255319148937,0.5
degraded_ego,11,25,OOR,3,0.030612244897959183,1.0
degraded_ego,11,25,CLOR,14,0.14285714285714285,0.8
degraded_ego,11,25,CWOR,27,0.2755102040816326,0.8
degraded_ego,11,25,SOR,25,0.25510204081632654,0.6
degraded_ego,11,25,POR,29,0.29591836734693877,0.5
ambiguous_local_context,11,25,OOR,3,0.031914893617021274,1.0
ambiguous_local_context,11,25,CLOR,11,0.11702127659574468,0.8
ambiguous_local_context,11,25,CWOR,31,0.32978723404255317,0.8
ambiguous_local_context,11,25,SOR,23,0.24468085106382978,0.6
ambiguous_local_context,11,25,POR,26,0.2765957446808511,0.5
noisy_untrusted_external,11,25,OOR,3,0.030927835051546393,1.0
noisy_untrusted_external,11,25,CLOR,20,0.20618556701030927,0.8
noisy_untrusted_external,11,25,CWOR,28,0.28865979381443296,0.8
noisy_untrusted_external,11,25,SOR,23,0.23711340206185566,0.6
noisy_untrusted_external,11,25,POR,23,0.23711340206185566,0.5
nominal,11,26,OOR,3,0.03225806451612903,1.0
nominal,11,26,CLOR,13,0.13978494623655913,0.8
nominal,11,26,CWOR,28,0.3010752688172043,0.8
nominal,11,26,SOR,31,0.3333333333333333,0.6
nominal,11,26,POR,18,0.1935483870967742,0.5
degraded_ego,11,26,OOR,3,0.030612244897959183,1.0
degraded_ego,11,26,CLOR,13,0.1326530612244898,0.8
degraded_ego,11,26,CWOR,32,0.32653061224489793,0.8
degraded_ego,11,26,SOR,29,0.29591836734693877,0.6
degraded_ego,11,26,POR,21,0.21428571428571427,0.5
ambiguous_local_context,11,26,OOR,4,0.0449438202247191,1.0
ambiguous_local_context,11,26,CLOR,15,0.16853932584269662,0.8
ambiguous_local_context,11,26,CWOR,27,0.30337078651685395,0.8
ambiguous_local_context,11,26,SOR,23,0.25842696629213485,0.6
ambiguous_local_context,11,26,POR,20,0.2247191011235955,0.5
noisy_untrusted_external,11,26,OOR,3,0.02857142857142857,1.0
noisy_untrusted_external,11,26,CLOR,17,0.1619047619047619,0.8
noisy_untrusted_external,11,26,CWOR,34,0.3238095238095238,0.8
noisy_untrusted_external,11,26,SOR,27,0.2571428571428571,0.6
noisy_untrusted_external,11,26,POR,24,0.22857142857142856,0.5
nominal,11,27,OOR,4,0.037383177570093455,1.0
nominal,11,27,CLOR,9,0.08411214953271028,0.8
nominal,11,27,CWOR,32,0.29906542056074764,0.8
nominal,11,27,SOR,42,0.3925233644859813,0.6
nominal,11,27,POR,20,0.18691588785046728,0.5
degraded_ego,11,27,OOR,4,0.039603960396039604,1.0
degraded_ego,11,27,CLOR,14,0.13861386138613863,0.8
degraded_ego,11,27,CWOR,31,0.3069306930693069,0.8
degraded_ego,11,27,SOR,30,0.297029702970297,0.6
degraded_ego,11,27,POR,22,0.21782178217821782,0.5
ambiguous_local_context,11,27,OOR,3,0.03333333333333333,1.0
ambiguous_local_context,11,27,CLOR,15,0.16666666666666666,0.8
ambiguous_local_context,11,27,CWOR,28,0.3111111111111111,0.8
ambiguous_local_context,11,27,SOR,24,0.26666666666666666,0.6
ambiguous_local_context,11,27,POR,20,0.2222222222222222,0.5
noisy_untrusted_external,11,27,OOR,3,0.030303030303030304,1.0
noisy_untrusted_external,11,27,CLOR,8,0.08080808080808081,0.8
noisy_untrusted_external,11,27,CWOR,38,0.3838383838383838,0.8
noisy_untrusted_external,11,27,SOR,36,0.36363636363636365,0.6
noisy_untrusted_external,11,27,POR,14,0.1414141414141414,0.5
nominal,11,28,OOR,3,0.02727272727272727,1.0
nominal,11,28,CLOR,19,0.17272727272727273,0.8
nominal,11,28,CWOR,37,0.33636363636363636,0.8
nominal,11,28,SOR,31,0.2818181818181818,0.6
nominal,11,28,POR,20,0.18181818181818182,0.5
degraded_ego,11,28,OOR,3,0.0297029702970297,1.0
degraded_ego,11,28,CLOR,11,0.10891089108910891,0.8
degraded_ego,11,28,CWOR,28,0.27722772277227725,0.8
degraded_ego,11,28,SOR,28,0.27722772277227725,0.6
degraded_ego,11,28,POR,31,0.3069306930693069,0.5
ambiguous_local_context,11,28,OOR,3,0.030303030303030304,1.0
ambiguous_local_context,11,28,CLOR,15,0.15151515151515152,0.8
ambiguous_local_context,11,28,CWOR,32,0.32323232323232326,0.8
ambiguous_local_context,11,28,SOR,33,0.3333333333333333,0.6
ambiguous_local_context,11,28,POR,16,0.16161616161616163,0.5
noisy_untrusted_external,11,28,OOR,3,0.03409090909090909,1.0
noisy_untrusted_external,11,28,CLOR,12,0.13636363636363635,0.8
noisy_untrusted_external,11,28,CWOR,32,0.36363636363636365,0.8
noisy_untrusted_external,11,28,SOR,20,0.22727272727272727,0.6
noisy_untrusted_external,11,28,POR,21,0.23863636363636365,0.5
nominal,11,29,OOR,3,0.03225806451612903,1.0
nominal,11,29,CLOR,15,0.16129032258064516,0.8
nominal,11,29,CWOR,27,0.2903225806451613,0.8
nominal,11,29,SOR,25,0.26881720430107525,0.6
nominal,11,29,POR,23,0.24731182795698925,0.5
degraded_ego,11,29,OOR,4,0.04040404040404041,1.0
degraded_ego,11,29,CLOR,9,0.09090909090909091,0.8
degraded_ego,11,29,CWOR,28,0.2828282828282828,0.8
degraded_ego,11,29,SOR,28,0.2828282828282828,0.6
degraded_ego,11,29,POR,30,0.30303030303030304,0.5
ambiguous_local_context,11,29,OOR,3,0.03296703296703297,1.0
ambiguous_local_context,11,29,CLOR,8,0.08791208791208792,0.8
ambiguous_local_context,11,29,CWOR,29,0.31868131868131866,0.8
ambiguous_local_context,11,29,SOR,20,0.21978021978021978,0.6
ambiguous_local_context,11,29,POR,31,0.34065934065934067,0.5
noisy_untrusted_external,11,29,OOR,3,0.030612244897959183,1.0
noisy_untrusted_external,11,29,CLOR,10,0.10204081632653061,0.8
noisy_untrusted_external,11,29,CWOR,34,0.3469387755102041,0.8
noisy_untrusted_external,11,29,SOR,30,0.30612244897959184,0.6
noisy_untrusted_external,11,29,POR,21,0.21428571428571427,0.5
nominal,11,30,OOR,3,0.03409090909090909,1.0
nominal,11,30,CLOR,9,0.10227272727272728,0.8
nominal,11,30,CWOR,31,0.3522727272727273,0.8
nominal,11,30,SOR,27,0.3068181818181818,0.6
nominal,11,30,POR,18,0.20454545454545456,0.5
degraded_ego,11,30,OOR,3,0.030612244897959183,1.0
degraded_ego,11,30,CLOR,16,0.16326530612244897,0.8
degraded_ego,11,30,CWOR,34,0.3469387755102041,0.8
degraded_ego,11,30,SOR,30,0.30612244897959184,0.6
degraded_ego,11,30,POR,15,0.15306122448979592,0.5
ambiguous_local_context,11,30,OOR,3,0.03125,1.0
ambiguous_local_context,11,30,CLOR,13,0.13541666666666666,0.8
ambiguous_local_context,11,30,CWOR,33,0.34375,0.8
ambiguous_local_context,11,30,SOR,27,0.28125,0.6
ambiguous_local_context,11,30,POR,20,0.20833333333333334,0.5
noisy_untrusted_external,11,30,OOR,3,0.02912621359223301,1.0
noisy_untrusted_external,11,30,CLOR,17,0.1650485436893204,0.8
noisy_untrusted_external,11,30,CWOR,32,0.3106796116504854,0.8
noisy_untrusted_external,11,30,SOR,32,0.3106796116504854,0.6
noisy_untrusted_external,11,30,POR,19,0.18446601941747573,0.5
nominal,11,31,OOR,4,0.04,1.0
nominal,11,31,CLOR,16,0.16,0.8
nominal,11,31,CWOR,30,0.3,0.8
nominal,11,31,SOR,23,0.23,0.6
nominal,11,31,POR,27,0.27,0.5
degraded_ego,11,31,OOR,3,0.03260869565217391,1.0
degraded_ego,11,31,CLOR,12,0.13043478260869565,0.8
degraded_ego,11,31,CWOR,28,0.30434782608695654,0.8
degraded_ego,11,31,SOR,25,0.2717391304347826,0.6
degraded_ego,11,31,POR,24,0.2608695652173913,0.5
ambiguous_local_context,11,31,OOR,4,0.043478260869565216,1.0
ambiguous_local_context,11,31,CLOR,11,0.11956521739130435,0.8
ambiguous_local_context,11,31,CWOR,28,0.30434782608695654,0.8
ambiguous_local_context,11,31,SOR,25,0.2717391304347826,0.6
ambiguous_local_context,11,31,POR,24,0.2608695652173913,0.5
noisy_untrusted_external,11,31,OOR,3,0.03409090909090909,1.0
noisy_untrusted_external,11,31,CLOR,13,0.14772727272727273,0.8
noisy_untrusted_external,11,31,CWOR,28,0.3181818181818182,0.8
noisy_untrusted_external,11,31,SOR,18,0.20454545454545456,0.6
noisy_untrusted_external,11,31,POR,26,0.29545454545454547,0.5
nominal,11,32,OOR,3,0.030927835051546393,1.0
nominal,11,32,CLOR,10,0.10309278350515463,0.8
nominal,11,32,CWOR,34,0.35051546391752575,0.8
nominal,11,32,SOR,29,0.29896907216494845,0.6
nominal,11,32,POR,21,0.21649484536082475,0.5
degraded_ego,11,32,OOR,3,0.030612244897959183,1.0
degraded_ego,11,32,CLOR,14,0.14285714285714285,0.8
degraded_ego,11,32,CWOR,28,0.2857142857142857,0.8
degraded_ego,11,32,SOR,23,0.23469387755102042,0.6
degraded_ego,11,32,POR,30,0.30612244897959184,0.5
ambiguous_local_context,11,32,OOR,4,0.043478260869565216,1.0
ambiguous_local_context,11,32,CLOR,14,0.15217391304347827,0.8
ambiguous_local_context,11,32,CWOR,28,0.30434782608695654,0.8
ambiguous_local_context,11,32,SOR,27,0.29347826086956524,0.6
ambiguous_local_context,11,32,POR,19,0.20652173913043478,0.5
noisy_untrusted_external,11,32,OOR,3,0.02912621359223301,1.0
noisy_untrusted_external,11,32,CLOR,17,0.1650485436893204,0.8
noisy_untrusted_external,11,32,CWOR,26,0.2524271844660194,0.8
noisy_untrusted_external,11,32,SOR,24,0.23300970873786409,0.6
noisy_untrusted_external,11,32,POR,33,0.32038834951456313,0.5
nominal,11,33,OOR,3,0.026785714285714284,1.0
nominal,11,33,CLOR,19,0.16964285714285715,0.8
nominal,11,33,CWOR,35,0.3125,0.8
nominal,11,33,SOR,29,0.25892857142857145,0.6
nominal,11,33,POR,26,0.23214285714285715,0.5
degraded_ego,11,33,OOR,4,0.04,1.0
degraded_ego,11,33,CLOR,16,0.16,0.8
degraded_ego,11,33,CWOR,29,0.29,0.8
degraded_ego,11,33,SOR,31,0.31,0.6
degraded_ego,11,33,POR,20,0.2,0.5
ambiguous_local_context,11,33,OOR,4,0.046511627906976744,1.0
ambiguous_local_context,11,33,CLOR,10,0.11627906976744186,0.8
ambiguous_local_context,11,33,CWOR,30,0.3488372093023256,0.8
ambiguous_local_context,11,33,SOR,21,0.2441860465116279,0.6
ambiguous_local_context,11,33,POR,21,0.2441860465116279,0.5
noisy_untrusted_external,11,33,OOR,3,0.03260869565217391,1.0
noisy_untrusted_external,11,33,CLOR,9,0.09782608695652174,0.8
noisy_untrusted_external,11,33,CWOR,35,0.3804347826086957,0.8
noisy_untrusted_external,11,33,SOR,28,0.30434782608695654,0.6
noisy_untrusted_external,11,33,POR,17,0.18478260869565216,0.5
nominal,11,34,OOR,3,0.031578947368421054,1.0
nominal,11,34,CLOR,18,0.18947368421052632,0.8
nominal,11,34,CWOR,26,0.2736842105263158,0.8
nominal,11,34,SOR,27,0.28421052631578947,0.6
nominal,11,34,POR,21,0.22105263157894736,0.5
degraded_ego,11,34,OOR,4,0.04081632653061224,1.0
degraded_ego,11,34,CLOR,13,0.1326530612244898,0.8
degraded_ego,11,34,CWOR,33,0.336734693877551,0.8
degraded_ego,11,34,SOR,27,0.2755102040816326,0.6
degraded_ego,11,34,POR,21,0.21428571428571427,0.5
ambiguous_local_context,11,34,OOR,4,0.042105263157894736,1.0
ambiguous_local_context,11,34,CLOR,11,0.11578947368421053,0.8
ambiguous_local_context,11,34,CWOR,34,0.35789473684210527,0.8
ambiguous_local_context,11,34,SOR,23,0.24210526315789474,0.6
ambiguous_local_context,11,34,POR,23,0.24210526315789474,0.5
noisy_untrusted_external,11,34,OOR,3,0.0297029702970297,1.0
noisy_untrusted_external,11,34,CLOR,13,0.12871287128712872,0.8
noisy_untrusted_external,11,34,CWOR,39,0.38613861386138615,0.8
noisy_untrusted_external,11,34,SOR,22,0.21782178217821782,0.6
noisy_untrusted_external,11,34,POR,24,0.2376237623762376,0.5
nominal,11,35,OOR,3,0.03125,1.0
nominal,11,35,CLOR,15,0.15625,0.8
nominal,11,35,CWOR,30,0.3125,0.8
nominal,11,35,SOR,23,0.23958333333333334,0.6
nominal,11,35,POR,25,0.2604166666666667,0.5
degraded_ego,11,35,OOR,4,0.047619047619047616,1.0
degraded_ego,11,35,CLOR,8,0.09523809523809523,0.8
degraded_ego,11,35,CWOR,30,0.35714285714285715,0.8
degraded_ego,11,35,SOR,24,0.2857142857142857,0.6
degraded_ego,11,35,POR,18,0.21428571428571427,0.5
ambiguous_local_context,11,35,OOR,5,0.05263157894736842,1.0
ambiguous_local_context,11,35,CLOR,16,0.16842105263157894,0.8
ambiguous_local_context,11,35,CWOR,29,0.30526315789473685,0.8
ambiguous_local_context,11,35,SOR,25,0.2631578947368421,0.6
ambiguous_local_context,11,35,POR,20,0.21052631578947367,0.5
noisy_untrusted_external,11,35,OOR,3,0.03333333333333333,1.0
noisy_untrusted_external,11,35,CLOR,15,0.16666666666666666,0.8
noisy_untrusted_external,11,35,CWOR,26,0.28888888888888886,0.8
noisy_untrusted_external,11,35,SOR,29,0.32222222222222224,0.6
noisy_untrusted_external,11,35,POR,17,0.18888888888888888,0.5
nominal,11,36,OOR,3,0.03333333333333333,1.0
nominal,11,36,CLOR,14,0.15555555555555556,0.8
nominal,11,36,CWOR,31,0.34444444444444444,0.8
nominal,11,36,SOR,24,0.26666666666666666,0.6
nominal,11,36,POR,18,0.2,0.5
degraded_ego,11,36,OOR,3,0.030927835051546393,1.0
degraded_ego,11,36,CLOR,15,0.15463917525773196,0.8
degraded_ego,11,36,CWOR,29,0.29896907216494845,0.8
degraded_ego,11,36,SOR,26,0.26804123711340205,0.6
degraded_ego,11,36,POR,24,0.24742268041237114,0.5
ambiguous_local_context,11,36,OOR,4,0.043010752688172046,1.0
ambiguous_local_context,11,36,CLOR,8,0.08602150537634409,0.8
ambiguous_local_context,11,36,CWOR,33,0.3548387096774194,0.8
ambiguous_local_context,11,36,SOR,25,0.26881720430107525,0.6
ambiguous_local_context,11,36,POR,23,0.24731182795698925,0.5
noisy_untrusted_external,11,36,OOR,4,0.042105263157894736,1.0
noisy_untrusted_external,11,36,CLOR,16,0.16842105263157894,0.8
noisy_untrusted_external,11,36,CWOR,30,0.3157894736842105,0.8
noisy_untrusted_external,11,36,SOR,28,0.29473684210526313,0.6
noisy_untrusted_external,11,36,POR,17,0.17894736842105263,0.5
nominal,11,37,OOR,3,0.03296703296703297,1.0
nominal,11,37,CLOR,10,0.10989010989010989,0.8
nominal,11,37,CWOR,28,0.3076923076923077,0.8
nominal,11,37,SOR,35,0.38461538461538464,0.6
nominal,11,37,POR,15,0.16483516483516483,0.5
degraded_ego,11,37,OOR,3,0.033707865168539325,1.0
degraded_ego,11,37,CLOR,14,0.15730337078651685,0.8
degraded_ego,11,37,CWOR,30,0.33707865168539325,0.8
degraded_ego,11,37,SOR,15,0.16853932584269662,0.6
degraded_ego,11,37,POR,27,0.30337078651685395,0.5
ambiguous_local_context,11,37,OOR,4,0.038461538461538464,1.0
ambiguous_local_context,11,37,CLOR,13,0.125,0.8
ambiguous_local_context,11,37,CWOR,31,0.2980769230769231,0.8
ambiguous_local_context,11,37,SOR,24,0.23076923076923078,0.6
ambiguous_local_context,11,37,POR,32,0.3076923076923077,0.5
noisy_untrusted_external,11,37,OOR,4,0.043010752688172046,1.0
noisy_untrusted_external,11,37,CLOR,14,0.15053763440860216,0.8
noisy_untrusted_external,11,37,CWOR,30,0.3225806451612903,0.8
noisy_untrusted_external,11,37,SOR,25,0.26881720430107525,0.6
noisy_untrusted_external,11,37,POR,20,0.21505376344086022,0.5
nominal,11,38,OOR,4,0.037037037037037035,1.0
nominal,11,38,CLOR,15,0.1388888888888889,0.8
nominal,11,38,CWOR,37,0.3425925925925926,0.8
nominal,11,38,SOR,25,0.23148148148148148,0.6
nominal,11,38,POR,27,0.25,0.5
degraded_ego,11,38,OOR,3,0.03,1.0
degraded_ego,11,38,CLOR,16,0.16,0.8
degraded_ego,11,38,CWOR,27,0.27,0.8
degraded_ego,11,38,SOR,25,0.25,0.6
degraded_ego,11,38,POR,29,0.29,0.5
ambiguous_local_context,11,38,OOR,4,0.038461538461538464,1.0
ambiguous_local_context,11,38,CLOR,17,0.16346153846153846,0.8
ambiguous_local_context,11,38,CWOR,30,0.28846153846153844,0.8
ambiguous_local_context,11,38,SOR,24,0.23076923076923078,0.6
ambiguous_local_context,11,38,POR,29,0.27884615384615385,0.5
noisy_untrusted_external,11,38,OOR,3,0.03333333333333333,1.0
noisy_untrusted_external,11,38,CLOR,14,0.15555555555555556,0.8
