scenario,policy,policy_label,discovery_mode,parameter_name,parameter_value,OCA,MVA,Macro_F1_mean,mean_sources,mean_discovery_cost,mean_recruitment_cost,mean_selection_cost,mean_total_operational_cost,mean_latency_proxy,mean_privacy_cost,latency_proxy,privacy_cost,OCA_per_total_cost,adaptive_activation_rate
noisy_untrusted_external,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.1,0.11458333333333333,0.5631510416666667,0.5018129604104997,2.3541666666666665,51.423177083333336,3.452875987918896,8.0,55.676053071252234,0.5960711446553723,0.790196430694681,0.5960711446553723,0.790196430694681,0.0020580362114874353,0.30989583333333337
noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.1,0.11197916666666666,0.5559895833333334,0.4943751794041703,1.5807291666666667,51.423177083333336,2.3177133718267218,8.0,54.54089045516005,0.5714069186394874,0.5374433238384196,0.5714069186394874,0.5374433238384196,0.002053123183948172,0.30989583333333337
degraded_ego,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.25,0.03125,0.353515625,0.2800222640358487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0
degraded_ego,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.25,0.7552083333333334,0.9329427083333334,0.9045199820187376,53.375,157.00625,84.50089384352299,0.0,241.50714384352295,1.3278019169591895,8.433367082303821,1.3278019169591895,8.433367082303821,0.0031270641576658584,0.0
degraded_ego,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.25,0.14322916666666666,0.615234375,0.5723606685469929,4.177083333333334,51.719140625,5.982387812427076,8.0,58.501528437427076,0.654706722865533,1.1170768909508122,0.654706722865533,1.1170768909508122,0.0024482978563519723,0.703125
degraded_ego,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.25,0.14583333333333331,0.6009114583333333,0.5546933172036126,3.96875,51.719140625,5.670389368776895,8.0,58.1895299937769,0.6439251587829528,1.0635057000925685,0.6439251587829528,1.0635057000925685,0.0025061782308420347,0.703125
ambiguous_local_context,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.25,0.0703125,0.47265625,0.4115826474298713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703125,0.0
ambiguous_local_context,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.25,0.7369791666666666,0.9264322916666666,0.8916643071051212,53.5,159.1625,84.60097790204156,0.0,243.7634779020416,1.315294896092385,8.621603095896727,1.315294896092385,8.621603095896727,0.003023337101232318,0.0
ambiguous_local_context,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.25,0.16927083333333334,0.6217447916666667,0.5682053443569306,3.4453125,52.58229166666666,4.954356609919472,8.356770833333334,58.37232535991947,0.5721501341391688,1.0766544890869643,0.5721501341391688,1.0766544890869643,0.0028998473555682733,0.2630208333333333
ambiguous_local_context,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.25,0.1640625,0.59765625,0.545582733271128,3.419270833333333,52.58229166666666,4.916465036481023,8.356770833333334,58.33443378648103,0.5707333437629594,1.0721612081170158,0.5707333437629594,1.0721612081170158,0.002812446943438429,0.2630208333333333
noisy_untrusted_external,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.25,0.08854166666666666,0.5006510416666666,0.42518553032108486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08854166666666666,0.0
noisy_untrusted_external,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.25,0.29427083333333337,0.751953125,0.6872602244416441,53.1875,155.39374999999998,88.09969872013562,0.0,243.49344872013563,1.5439105867321792,8.224628565116452,1.5439105867321792,8.224628565116452,0.0012085369642596002,0.0
noisy_untrusted_external,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.25,0.1015625,0.5494791666666666,0.4858992250389432,1.9765625,51.340625,2.943792857539221,8.0,55.08441785753922,0.6449103925510373,0.6884293540445507,0.6449103925510373,0.6884293540445507,0.0018437609754298142,0.30989583333333337
noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.25,0.09895833333333331,0.5423177083333333,0.4802706739535906,1.5130208333333335,51.340625,2.2524124096087252,8.0,54.39303740960873,0.6217233820603771,0.5248522828949822,0.6217233820603771,0.5248522828949822,0.001819319862358927,0.30989583333333337
degraded_ego,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.4,0.03125,0.353515625,0.2800222640358487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0
degraded_ego,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.4,0.7552083333333334,0.9329427083333334,0.9045199820187376,53.375,157.00625,84.50089384352299,0.0,241.50714384352295,1.3278019169591895,8.433367082303821,1.3278019169591895,8.433367082303821,0.0031270641576658584,0.0
degraded_ego,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.4,0.14322916666666666,0.615234375,0.5723606685469929,4.177083333333334,51.719140625,5.982387812427076,8.0,58.501528437427076,0.654706722865533,1.1170768909508122,0.654706722865533,1.1170768909508122,0.0024482978563519723,0.703125
degraded_ego,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.4,0.14583333333333331,0.6009114583333333,0.5546933172036126,3.96875,51.719140625,5.670389368776895,8.0,58.1895299937769,0.6439251587829528,1.0635057000925685,0.6439251587829528,1.0635057000925685,0.0025061782308420347,0.703125
ambiguous_local_context,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.4,0.0703125,0.47265625,0.4115826474298713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703125,0.0
ambiguous_local_context,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.4,0.7369791666666666,0.9264322916666666,0.8916643071051212,53.5,159.1625,84.60097790204156,0.0,243.7634779020416,1.315294896092385,8.621603095896727,1.315294896092385,8.621603095896727,0.003023337101232318,0.0
ambiguous_local_context,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.4,0.16927083333333334,0.6217447916666667,0.5682053443569306,3.4453125,52.58229166666666,4.954356609919472,8.356770833333334,58.37232535991947,0.5721501341391688,1.0766544890869643,0.5721501341391688,1.0766544890869643,0.0028998473555682733,0.2630208333333333
ambiguous_local_context,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.4,0.1640625,0.59765625,0.545582733271128,3.419270833333333,52.58229166666666,4.916465036481023,8.356770833333334,58.33443378648103,0.5707333437629594,1.0721612081170158,0.5707333437629594,1.0721612081170158,0.002812446943438429,0.2630208333333333
noisy_untrusted_external,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.4,0.08854166666666666,0.5006510416666666,0.42518553032108486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08854166666666666,0.0
noisy_untrusted_external,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.4,0.265625,0.7239583333333334,0.6575574334328521,53.1875,155.39374999999998,89.12940205621665,0.0,244.52315205621665,1.5951153373207494,8.328666076106392,1.5951153373207494,8.328666076106392,0.001086297954882129,0.0
noisy_untrusted_external,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.4,0.109375,0.5546875,0.49245828338534936,1.8958333333333335,51.358333333333334,2.790382434085995,8.0,54.94871576741934,0.6064520605430073,0.6693695472383088,0.6064520605430073,0.6693695472383088,0.001990492379529852,0.30989583333333337
noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.4,0.1015625,0.5494791666666666,0.48806137636663505,1.3463541666666667,51.358333333333334,1.9774094140351,8.0,54.13574274736844,0.56829947421974,0.4855438224446471,0.56829947421974,0.4855438224446471,0.0018760710548288726,0.30989583333333337
degraded_ego,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.5,0.03125,0.353515625,0.2800222640358487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0
degraded_ego,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.5,0.7552083333333334,0.9329427083333334,0.9045199820187376,53.375,157.00625,84.50089384352299,0.0,241.50714384352295,1.3278019169591895,8.433367082303821,1.3278019169591895,8.433367082303821,0.0031270641576658584,0.0
degraded_ego,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.5,0.14322916666666666,0.615234375,0.5723606685469929,4.177083333333334,51.719140625,5.982387812427076,8.0,58.501528437427076,0.654706722865533,1.1170768909508122,0.654706722865533,1.1170768909508122,0.0024482978563519723,0.703125
degraded_ego,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.5,0.14583333333333331,0.6009114583333333,0.5546933172036126,3.96875,51.719140625,5.670389368776895,8.0,58.1895299937769,0.6439251587829528,1.0635057000925685,0.6439251587829528,1.0635057000925685,0.0025061782308420347,0.703125
ambiguous_local_context,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.5,0.0703125,0.47265625,0.4115826474298713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703125,0.0
ambiguous_local_context,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.5,0.7369791666666666,0.9264322916666666,0.8916643071051212,53.5,159.1625,84.60097790204156,0.0,243.7634779020416,1.315294896092385,8.621603095896727,1.315294896092385,8.621603095896727,0.003023337101232318,0.0
ambiguous_local_context,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.5,0.16927083333333334,0.6217447916666667,0.5682053443569306,3.4453125,52.58229166666666,4.954356609919472,8.356770833333334,58.37232535991947,0.5721501341391688,1.0766544890869643,0.5721501341391688,1.0766544890869643,0.0028998473555682733,0.2630208333333333
ambiguous_local_context,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.5,0.1640625,0.59765625,0.545582733271128,3.419270833333333,52.58229166666666,4.916465036481023,8.356770833333334,58.33443378648103,0.5707333437629594,1.0721612081170158,0.5707333437629594,1.0721612081170158,0.002812446943438429,0.2630208333333333
noisy_untrusted_external,ego_only,Ego-only,exhaustive_hop,degraded_external_fraction,0.5,0.08854166666666666,0.5006510416666666,0.42518553032108486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08854166666666666,0.0
noisy_untrusted_external,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_external_fraction,0.5,0.22656250000000003,0.6985677083333333,0.6295186889346025,53.1875,155.39374999999998,90.26759654324812,0.0,245.6613465432481,1.6519684375472021,8.435204566204915,1.6519684375472021,8.435204566204915,0.0009222553860752132,0.0
noisy_untrusted_external,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_external_fraction,0.5,0.10677083333333334,0.5501302083333333,0.48373763331457464,1.4739583333333333,51.42174479166667,2.2055719053485645,8.0,54.427316697015236,0.6643983157204054,0.5143066278125614,0.6643983157204054,0.5143066278125614,0.001961714076916612,0.30989583333333337
noisy_untrusted_external,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_external_fraction,0.5,0.10677083333333334,0.55078125,0.48487219728002096,1.2369791666666667,51.42174479166667,1.846951028211119,8.0,54.06869581987779,0.6502702637539273,0.42819297139169454,0.6502702637539273,0.42819297139169454,0.0019747255174976898,0.30989583333333337
