scenario,previous_context_tuple,next_context_tuple,transition_count,transition_share
ambiguous_local_context,office|waiting|medium|degraded,office|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|degraded,office|interacting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|degraded,office|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|degraded,transit|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|degraded,transit|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,home|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,home|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,home|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,meeting_room|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,meeting_room|commuting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,meeting_room|interacting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,meeting_room|resting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,meeting_room|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,meeting_room|waiting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,meeting_room|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|commuting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|commuting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|focused_work|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|interacting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|interacting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|interacting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|resting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,office|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,public_place|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,public_place|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,public_place|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,transit|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,transit|commuting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,transit|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,transit|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,transit|resting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,transit|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|nominal,transit|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|sparse,meeting_room|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|sparse,office|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,office|waiting|medium|sparse,public_place|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,home|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,home|commuting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,home|commuting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,home|interacting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,home|waiting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,home|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,meeting_room|focused_work|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,meeting_room|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,meeting_room|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,office|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,office|resting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|commuting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|focused_work|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|focused_work|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|interacting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|resting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,public_place|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,transit|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,transit|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,transit|commuting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,transit|commuting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,transit|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|degraded,transit|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,home|commuting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,home|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,home|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,home|resting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,home|resting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,home|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,home|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,meeting_room|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,meeting_room|interacting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,meeting_room|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,meeting_room|resting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,office|focused_work|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,office|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,office|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,office|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,office|interacting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,office|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|commuting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|interacting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|interacting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|resting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|resting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|resting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|resting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,public_place|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,transit|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,transit|commuting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,transit|interacting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,transit|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|nominal,transit|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,home|focused_work|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,home|focused_work|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,home|resting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,home|resting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,meeting_room|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,office|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,office|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,office|focused_work|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,office|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|interacting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|interacting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|interacting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|resting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|waiting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,public_place|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,transit|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,transit|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,transit|commuting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,transit|interacting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,transit|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|high|sparse,transit|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|degraded,public_place|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|degraded,transit|commuting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,meeting_room|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,meeting_room|resting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,meeting_room|resting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,public_place|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,public_place|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,public_place|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,public_place|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,public_place|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,public_place|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|nominal,transit|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|sparse,home|resting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|sparse,meeting_room|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|sparse,meeting_room|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|sparse,office|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|sparse,public_place|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|sparse,public_place|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|low|sparse,transit|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,home|focused_work|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,meeting_room|focused_work|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,office|focused_work|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,public_place|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,public_place|commuting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,public_place|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,public_place|interacting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,public_place|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,public_place|waiting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,transit|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,transit|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,transit|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|degraded,transit|commuting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,home|commuting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,home|commuting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,home|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,home|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,home|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,home|resting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,home|resting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,home|resting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,meeting_room|focused_work|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,meeting_room|interacting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,office|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,office|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,office|focused_work|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,office|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,office|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,office|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|commuting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|interacting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|interacting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|resting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|resting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|resting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|waiting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,public_place|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,transit|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,transit|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,transit|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,transit|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,transit|resting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|nominal,transit|waiting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,home|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,home|resting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,home|resting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,home|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,meeting_room|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,office|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,office|interacting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,public_place|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,public_place|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,public_place|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,public_place|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,transit|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,transit|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|commuting|medium|sparse,transit|commuting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,home|focused_work|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,home|focused_work|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,home|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,office|focused_work|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,office|interacting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,public_place|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,public_place|focused_work|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,public_place|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|degraded,transit|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,home|resting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,home|resting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,home|resting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,home|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,office|commuting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,office|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,office|focused_work|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|focused_work|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|focused_work|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|interacting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|resting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,public_place|waiting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,transit|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,transit|commuting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,transit|commuting|low|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,transit|commuting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,transit|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,transit|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,transit|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|nominal,transit|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|sparse,public_place|interacting|low|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|sparse,public_place|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|sparse,public_place|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|high|sparse,public_place|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|degraded,public_place|focused_work|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,home|resting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,meeting_room|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,meeting_room|interacting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,meeting_room|interacting|medium|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,meeting_room|waiting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|focused_work|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|focused_work|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|interacting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|resting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|resting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|waiting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|waiting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,public_place|waiting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,transit|commuting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,transit|commuting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,transit|commuting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|nominal,transit|waiting|low|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|low|sparse,transit|commuting|medium|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|medium|degraded,home|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|medium|degraded,meeting_room|waiting|high|degraded,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|medium|degraded,office|interacting|high|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|medium|degraded,public_place|commuting|high|sparse,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|medium|degraded,public_place|focused_work|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|medium|degraded,public_place|interacting|medium|nominal,1,8.510638297872341e-05
ambiguous_local_context,public_place|focused_work|medium|degraded,transit|commuting|high|nominal,1,8.510638297872341e-05
