scenario,policy,policy_label,seed,episode,overall_context_accuracy
degraded_ego,ego_only,Ego-only,11,30,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,31,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,32,0.0
degraded_ego,ego_only,Ego-only,11,33,0.0
degraded_ego,ego_only,Ego-only,11,34,0.0
degraded_ego,ego_only,Ego-only,11,35,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,36,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,37,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,38,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,39,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,40,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,41,0.0
degraded_ego,ego_only,Ego-only,11,42,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,43,0.0
degraded_ego,ego_only,Ego-only,11,44,0.0
degraded_ego,ego_only,Ego-only,11,45,0.020833333333333332
degraded_ego,ego_only,Ego-only,11,46,0.0
degraded_ego,ego_only,Ego-only,11,47,0.0
degraded_ego,ego_only,Ego-only,11,48,0.041666666666666664
degraded_ego,ego_only,Ego-only,11,49,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,0,0.041666666666666664
degraded_ego,ego_only,Ego-only,13,1,0.0
degraded_ego,ego_only,Ego-only,13,2,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,3,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,4,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,5,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,6,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,7,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,8,0.0625
degraded_ego,ego_only,Ego-only,13,9,0.041666666666666664
degraded_ego,ego_only,Ego-only,13,10,0.0
degraded_ego,ego_only,Ego-only,13,11,0.041666666666666664
degraded_ego,ego_only,Ego-only,13,12,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,13,0.0
degraded_ego,ego_only,Ego-only,13,14,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,15,0.0
degraded_ego,ego_only,Ego-only,13,16,0.0
degraded_ego,ego_only,Ego-only,13,17,0.0
degraded_ego,ego_only,Ego-only,13,18,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,19,0.0
degraded_ego,ego_only,Ego-only,13,20,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,21,0.041666666666666664
degraded_ego,ego_only,Ego-only,13,22,0.0
degraded_ego,ego_only,Ego-only,13,23,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,24,0.0
degraded_ego,ego_only,Ego-only,13,25,0.0
degraded_ego,ego_only,Ego-only,13,26,0.0625
degraded_ego,ego_only,Ego-only,13,27,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,28,0.0
degraded_ego,ego_only,Ego-only,13,29,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,30,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,31,0.0625
degraded_ego,ego_only,Ego-only,13,32,0.041666666666666664
degraded_ego,ego_only,Ego-only,13,33,0.0
degraded_ego,ego_only,Ego-only,13,34,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,35,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,36,0.0
degraded_ego,ego_only,Ego-only,13,37,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,38,0.0
degraded_ego,ego_only,Ego-only,13,39,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,40,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,41,0.041666666666666664
degraded_ego,ego_only,Ego-only,13,42,0.0
degraded_ego,ego_only,Ego-only,13,43,0.0
degraded_ego,ego_only,Ego-only,13,44,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,45,0.0
degraded_ego,ego_only,Ego-only,13,46,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,47,0.0
degraded_ego,ego_only,Ego-only,13,48,0.020833333333333332
degraded_ego,ego_only,Ego-only,13,49,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,0,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,1,0.0625
degraded_ego,ego_only,Ego-only,17,2,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,3,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,4,0.0
degraded_ego,ego_only,Ego-only,17,5,0.0
degraded_ego,ego_only,Ego-only,17,6,0.0
degraded_ego,ego_only,Ego-only,17,7,0.0625
degraded_ego,ego_only,Ego-only,17,8,0.0
degraded_ego,ego_only,Ego-only,17,9,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,10,0.0625
degraded_ego,ego_only,Ego-only,17,11,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,12,0.0
degraded_ego,ego_only,Ego-only,17,13,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,14,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,15,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,16,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,17,0.0
degraded_ego,ego_only,Ego-only,17,18,0.0
degraded_ego,ego_only,Ego-only,17,19,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,20,0.0
degraded_ego,ego_only,Ego-only,17,21,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,22,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,23,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,24,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,25,0.0
degraded_ego,ego_only,Ego-only,17,26,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,27,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,28,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,29,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,30,0.0
degraded_ego,ego_only,Ego-only,17,31,0.0
degraded_ego,ego_only,Ego-only,17,32,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,33,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,34,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,35,0.0
degraded_ego,ego_only,Ego-only,17,36,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,37,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,38,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,39,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,40,0.0
degraded_ego,ego_only,Ego-only,17,41,0.0
degraded_ego,ego_only,Ego-only,17,42,0.10416666666666667
degraded_ego,ego_only,Ego-only,17,43,0.0
degraded_ego,ego_only,Ego-only,17,44,0.0
degraded_ego,ego_only,Ego-only,17,45,0.041666666666666664
degraded_ego,ego_only,Ego-only,17,46,0.020833333333333332
degraded_ego,ego_only,Ego-only,17,47,0.0
degraded_ego,ego_only,Ego-only,17,48,0.0
degraded_ego,ego_only,Ego-only,17,49,0.0
degraded_ego,ego_only,Ego-only,19,0,0.0
degraded_ego,ego_only,Ego-only,19,1,0.0
degraded_ego,ego_only,Ego-only,19,2,0.0
degraded_ego,ego_only,Ego-only,19,3,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,4,0.0625
degraded_ego,ego_only,Ego-only,19,5,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,6,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,7,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,8,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,9,0.0
degraded_ego,ego_only,Ego-only,19,10,0.041666666666666664
degraded_ego,ego_only,Ego-only,19,11,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,12,0.041666666666666664
degraded_ego,ego_only,Ego-only,19,13,0.0
degraded_ego,ego_only,Ego-only,19,14,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,15,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,16,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,17,0.041666666666666664
degraded_ego,ego_only,Ego-only,19,18,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,19,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,20,0.08333333333333333
degraded_ego,ego_only,Ego-only,19,21,0.0
degraded_ego,ego_only,Ego-only,19,22,0.0
degraded_ego,ego_only,Ego-only,19,23,0.0
degraded_ego,ego_only,Ego-only,19,24,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,25,0.041666666666666664
degraded_ego,ego_only,Ego-only,19,26,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,27,0.041666666666666664
degraded_ego,ego_only,Ego-only,19,28,0.0
degraded_ego,ego_only,Ego-only,19,29,0.0
degraded_ego,ego_only,Ego-only,19,30,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,31,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,32,0.041666666666666664
degraded_ego,ego_only,Ego-only,19,33,0.0
degraded_ego,ego_only,Ego-only,19,34,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,35,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,36,0.0
degraded_ego,ego_only,Ego-only,19,37,0.0
degraded_ego,ego_only,Ego-only,19,38,0.10416666666666667
degraded_ego,ego_only,Ego-only,19,39,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,40,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,41,0.0
degraded_ego,ego_only,Ego-only,19,42,0.0
degraded_ego,ego_only,Ego-only,19,43,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,44,0.0
degraded_ego,ego_only,Ego-only,19,45,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,46,0.020833333333333332
degraded_ego,ego_only,Ego-only,19,47,0.041666666666666664
degraded_ego,ego_only,Ego-only,19,48,0.041666666666666664
degraded_ego,ego_only,Ego-only,19,49,0.0
degraded_ego,opportunistic_all,Opportunistic all,7,0,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,1,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,2,0.6875
degraded_ego,opportunistic_all,Opportunistic all,7,3,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,4,0.8125
degraded_ego,opportunistic_all,Opportunistic all,7,5,0.8125
degraded_ego,opportunistic_all,Opportunistic all,7,6,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,7,0.625
degraded_ego,opportunistic_all,Opportunistic all,7,8,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,9,0.4166666666666667
degraded_ego,opportunistic_all,Opportunistic all,7,10,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,11,0.6875
degraded_ego,opportunistic_all,Opportunistic all,7,12,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,13,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,14,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,15,0.625
degraded_ego,opportunistic_all,Opportunistic all,7,16,0.6041666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,17,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,18,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,19,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,20,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,21,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,22,0.9791666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,23,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,24,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,25,0.75
degraded_ego,opportunistic_all,Opportunistic all,7,26,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,27,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,28,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,29,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,30,0.75
degraded_ego,opportunistic_all,Opportunistic all,7,31,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,32,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,33,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,34,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,35,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,36,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,37,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,38,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,39,0.8125
degraded_ego,opportunistic_all,Opportunistic all,7,40,0.75
degraded_ego,opportunistic_all,Opportunistic all,7,41,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,42,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,43,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,44,0.6041666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,45,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,46,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,7,47,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,48,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,7,49,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,0,0.875
degraded_ego,opportunistic_all,Opportunistic all,11,1,0.8125
degraded_ego,opportunistic_all,Opportunistic all,11,2,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,3,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,4,0.6875
degraded_ego,opportunistic_all,Opportunistic all,11,5,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,6,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,7,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,8,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,9,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,10,0.75
degraded_ego,opportunistic_all,Opportunistic all,11,11,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,12,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,13,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,14,0.875
degraded_ego,opportunistic_all,Opportunistic all,11,15,0.625
degraded_ego,opportunistic_all,Opportunistic all,11,16,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,17,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,18,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,19,0.8125
degraded_ego,opportunistic_all,Opportunistic all,11,20,0.8125
degraded_ego,opportunistic_all,Opportunistic all,11,21,0.6875
degraded_ego,opportunistic_all,Opportunistic all,11,22,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,23,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,24,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,25,0.5833333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,26,0.875
degraded_ego,opportunistic_all,Opportunistic all,11,27,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,28,0.75
degraded_ego,opportunistic_all,Opportunistic all,11,29,0.9583333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,30,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,31,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,32,0.8125
degraded_ego,opportunistic_all,Opportunistic all,11,33,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,34,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,35,0.75
degraded_ego,opportunistic_all,Opportunistic all,11,36,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,37,0.8125
degraded_ego,opportunistic_all,Opportunistic all,11,38,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,39,0.75
degraded_ego,opportunistic_all,Opportunistic all,11,40,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,41,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,42,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,43,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,11,44,0.75
degraded_ego,opportunistic_all,Opportunistic all,11,45,0.875
degraded_ego,opportunistic_all,Opportunistic all,11,46,0.8125
degraded_ego,opportunistic_all,Opportunistic all,11,47,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,11,48,0.8125
degraded_ego,opportunistic_all,Opportunistic all,11,49,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,0,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,1,0.9166666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,2,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,3,0.75
degraded_ego,opportunistic_all,Opportunistic all,13,4,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,5,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,6,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,7,0.75
degraded_ego,opportunistic_all,Opportunistic all,13,8,0.9166666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,9,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,10,0.8125
degraded_ego,opportunistic_all,Opportunistic all,13,11,0.6875
degraded_ego,opportunistic_all,Opportunistic all,13,12,0.75
degraded_ego,opportunistic_all,Opportunistic all,13,13,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,14,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,15,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,16,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,17,0.6875
degraded_ego,opportunistic_all,Opportunistic all,13,18,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,19,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,20,0.8125
degraded_ego,opportunistic_all,Opportunistic all,13,21,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,22,0.8125
degraded_ego,opportunistic_all,Opportunistic all,13,23,0.75
degraded_ego,opportunistic_all,Opportunistic all,13,24,0.875
degraded_ego,opportunistic_all,Opportunistic all,13,25,0.6041666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,26,0.875
degraded_ego,opportunistic_all,Opportunistic all,13,27,0.6875
degraded_ego,opportunistic_all,Opportunistic all,13,28,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,29,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,30,0.9375
degraded_ego,opportunistic_all,Opportunistic all,13,31,0.75
degraded_ego,opportunistic_all,Opportunistic all,13,32,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,33,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,34,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,35,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,36,0.75
degraded_ego,opportunistic_all,Opportunistic all,13,37,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,38,0.875
degraded_ego,opportunistic_all,Opportunistic all,13,39,0.9375
degraded_ego,opportunistic_all,Opportunistic all,13,40,0.9166666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,41,0.6875
degraded_ego,opportunistic_all,Opportunistic all,13,42,0.6875
degraded_ego,opportunistic_all,Opportunistic all,13,43,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,44,0.8125
degraded_ego,opportunistic_all,Opportunistic all,13,45,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,13,46,0.8125
degraded_ego,opportunistic_all,Opportunistic all,13,47,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,48,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,13,49,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,0,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,1,0.8125
degraded_ego,opportunistic_all,Opportunistic all,17,2,0.8125
degraded_ego,opportunistic_all,Opportunistic all,17,3,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,4,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,5,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,6,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,7,0.875
degraded_ego,opportunistic_all,Opportunistic all,17,8,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,9,0.75
degraded_ego,opportunistic_all,Opportunistic all,17,10,0.75
degraded_ego,opportunistic_all,Opportunistic all,17,11,0.6875
degraded_ego,opportunistic_all,Opportunistic all,17,12,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,13,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,14,0.8125
degraded_ego,opportunistic_all,Opportunistic all,17,15,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,16,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,17,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,18,0.625
degraded_ego,opportunistic_all,Opportunistic all,17,19,0.5833333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,20,0.8125
degraded_ego,opportunistic_all,Opportunistic all,17,21,0.8125
degraded_ego,opportunistic_all,Opportunistic all,17,22,0.9166666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,23,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,24,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,25,0.875
degraded_ego,opportunistic_all,Opportunistic all,17,26,0.8125
degraded_ego,opportunistic_all,Opportunistic all,17,27,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,28,0.625
degraded_ego,opportunistic_all,Opportunistic all,17,29,0.75
degraded_ego,opportunistic_all,Opportunistic all,17,30,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,31,0.9375
degraded_ego,opportunistic_all,Opportunistic all,17,32,0.75
degraded_ego,opportunistic_all,Opportunistic all,17,33,0.6875
degraded_ego,opportunistic_all,Opportunistic all,17,34,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,35,0.6875
degraded_ego,opportunistic_all,Opportunistic all,17,36,0.9166666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,37,0.6875
degraded_ego,opportunistic_all,Opportunistic all,17,38,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,39,0.75
degraded_ego,opportunistic_all,Opportunistic all,17,40,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,41,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,42,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,43,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,44,0.75
degraded_ego,opportunistic_all,Opportunistic all,17,45,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,46,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,17,47,0.8125
degraded_ego,opportunistic_all,Opportunistic all,17,48,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,17,49,0.8125
degraded_ego,opportunistic_all,Opportunistic all,19,0,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,1,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,2,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,3,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,4,0.5625
degraded_ego,opportunistic_all,Opportunistic all,19,5,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,6,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,7,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,8,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,9,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,10,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,11,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,12,0.8125
degraded_ego,opportunistic_all,Opportunistic all,19,13,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,14,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,15,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,16,0.875
degraded_ego,opportunistic_all,Opportunistic all,19,17,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,18,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,19,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,20,0.8125
degraded_ego,opportunistic_all,Opportunistic all,19,21,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,22,0.8541666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,23,0.9166666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,24,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,25,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,26,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,27,0.8125
degraded_ego,opportunistic_all,Opportunistic all,19,28,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,29,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,30,0.8125
degraded_ego,opportunistic_all,Opportunistic all,19,31,0.6458333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,32,0.625
degraded_ego,opportunistic_all,Opportunistic all,19,33,0.6666666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,34,0.875
degraded_ego,opportunistic_all,Opportunistic all,19,35,0.875
degraded_ego,opportunistic_all,Opportunistic all,19,36,0.7083333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,37,0.8125
degraded_ego,opportunistic_all,Opportunistic all,19,38,0.9166666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,39,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,40,0.8958333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,41,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,42,0.7916666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,43,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,44,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,45,0.7708333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,46,0.6875
degraded_ego,opportunistic_all,Opportunistic all,19,47,0.7291666666666666
degraded_ego,opportunistic_all,Opportunistic all,19,48,0.8333333333333334
degraded_ego,opportunistic_all,Opportunistic all,19,49,0.5625
degraded_ego,siot_aware,SIoT-aware,7,0,0.0625
degraded_ego,siot_aware,SIoT-aware,7,1,0.14583333333333334
degraded_ego,siot_aware,SIoT-aware,7,2,0.08333333333333333
degraded_ego,siot_aware,SIoT-aware,7,3,0.1875
degraded_ego,siot_aware,SIoT-aware,7,4,0.14583333333333334
degraded_ego,siot_aware,SIoT-aware,7,5,0.2708333333333333
degraded_ego,siot_aware,SIoT-aware,7,6,0.2708333333333333
degraded_ego,siot_aware,SIoT-aware,7,7,0.10416666666666667
degraded_ego,siot_aware,SIoT-aware,7,8,0.22916666666666666
degraded_ego,siot_aware,SIoT-aware,7,9,0.10416666666666667
degraded_ego,siot_aware,SIoT-aware,7,10,0.125
degraded_ego,siot_aware,SIoT-aware,7,11,0.20833333333333334
