experiment_tag,run_type,policy_id,policy,policy_label,discovery_mode,scenario,graph_size,episodes,timesteps,seeds,adaptive_enabled,bounded_discovery_enabled,avg_nodes_visited,avg_discovered_candidate_count,avg_visited_node_count,avg_traversed_edge_count,avg_scored_candidate_count,avg_candidate_variable_coverage_count,candidate_all_variable_coverage_rate,avg_recruited_variable_coverage_count,recruited_all_variable_coverage_rate,mean_sources,discovery_cost,recruitment_cost,selection_cost,total_operational_cost,latency_proxy,privacy_cost,adaptive_activation_rate
budget_matched,budget_matched,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,nominal,60,30,48,"7,11,13,17,19",True,True,9.279861111111112,8.119305555555556,9.279861111111112,33.981111111111105,8.119305555555556,3.973333333333333,0.9733333333333334,3.0058333333333334,0.14527777777777778,3.207222222222222,51.039,4.646372350759495,8.119305555555556,56.49730290631504,0.5793342624994487,1.0441651826701375,0.15277777777777782
budget_matched,budget_matched,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,nominal,60,30,48,"7,11,13,17,19",True,True,9.279861111111112,8.119305555555556,9.279861111111112,33.981111111111105,8.119305555555556,3.973333333333333,0.9733333333333334,2.9458333333333333,0.12930555555555553,3.02875,51.039,4.377322969398992,8.119305555555556,56.22825352495454,0.5711804102066675,0.9839697254686233,0.15277777777777782
budget_matched,budget_matched,random_k,random_k,Random-k,exhaustive_hop,nominal,60,30,48,"7,11,13,17,19",True,False,35.04055555555556,34.04055555555556,35.04055555555556,41.38388888888889,34.04055555555556,3.9772222222222227,0.9772222222222223,2.9177777777777774,0.1923611111111111,3.305555555555555,86.80595833333332,4.8054837083138295,34.04055555555556,95.01549759720272,1.0141149558411446,0.41919313984888407,0.15277777777777782
budget_matched,budget_matched,budgeted_opportunistic_k,budgeted_opportunistic_k,Budgeted opportunistic,exhaustive_hop,nominal,60,30,48,"7,11,13,17,19",True,False,35.04055555555556,34.04055555555556,35.04055555555556,41.38388888888889,34.04055555555556,3.9772222222222227,0.9772222222222223,3.009444444444445,0.21986111111111115,3.305555555555555,86.80595833333332,4.579447567085037,34.04055555555556,94.78946145597392,0.8043316682763966,0.46086954131575814,0.15277777777777782
budget_matched,budget_matched,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_ego,60,30,48,"7,11,13,17,19",True,True,9.309722222222222,8.220416666666667,9.309722222222222,35.37388888888889,8.220416666666667,3.966666666666667,0.9666666666666667,3.5313888888888885,0.6083333333333333,4.12625,52.75827777777778,5.872171920187919,8.220416666666667,59.45249136463236,0.6295282524551166,1.096406791540968,0.7094444444444444
budget_matched,budget_matched,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_ego,60,30,48,"7,11,13,17,19",True,True,9.309722222222222,8.220416666666667,9.309722222222222,35.37388888888889,8.220416666666667,3.966666666666667,0.9666666666666667,3.4658333333333333,0.5723611111111111,3.8684722222222216,52.75827777777778,5.500282623076179,8.220416666666667,59.080602067520616,0.6153877793263338,1.0461212464152034,0.7094444444444444
budget_matched,budget_matched,random_k,random_k,Random-k,exhaustive_hop,degraded_ego,60,30,48,"7,11,13,17,19",True,False,47.823888888888895,46.823888888888895,47.823888888888895,66.37763888888888,46.823888888888895,3.989444444444444,0.9894444444444443,3.221111111111111,0.3541666666666667,4.4188888888888895,133.32347916666666,6.581926691213327,46.823888888888895,144.58779474676888,1.0983851536129359,0.59401521115582,0.7094444444444444
budget_matched,budget_matched,budgeted_opportunistic_k,budgeted_opportunistic_k,Budgeted opportunistic,exhaustive_hop,degraded_ego,60,30,48,"7,11,13,17,19",True,False,47.823888888888895,46.823888888888895,47.823888888888895,66.37763888888888,46.823888888888895,3.989444444444444,0.9894444444444443,3.4994444444444435,0.5841666666666666,4.4188888888888895,133.32347916666666,6.2873565245658165,46.823888888888895,144.29322458012138,0.8052895990262847,0.8396064913981779,0.7094444444444444
budget_matched,budget_matched,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,ambiguous_local_context,60,30,48,"7,11,13,17,19",True,True,9.353333333333333,8.165833333333333,9.353333333333333,34.579166666666666,8.165833333333333,3.966666666666667,0.9666666666666667,3.0966666666666667,0.24527777777777782,3.390416666666667,51.81740277777778,4.9208934495071714,8.165833333333333,57.55487956061828,0.6088367985136024,1.061061144472721,0.26875
budget_matched,budget_matched,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,ambiguous_local_context,60,30,48,"7,11,13,17,19",True,True,9.353333333333333,8.165833333333333,9.353333333333333,34.579166666666666,8.165833333333333,3.966666666666667,0.9666666666666667,3.0,0.23444444444444448,3.1025,51.81740277777778,4.477239463825516,8.165833333333333,57.111225574936626,0.585279636739919,0.9641232887177434,0.26875
budget_matched,budget_matched,random_k,random_k,Random-k,exhaustive_hop,ambiguous_local_context,60,30,48,"7,11,13,17,19",True,False,37.547916666666666,36.547916666666666,37.547916666666666,46.48152777777777,36.547916666666666,3.975555555555555,0.9755555555555554,2.9583333333333335,0.21375,3.5375,96.12911805555554,5.170059787150264,36.547916666666666,104.95396950937247,1.0297041465866725,0.4500081099388202,0.26875
budget_matched,budget_matched,budgeted_opportunistic_k,budgeted_opportunistic_k,Budgeted opportunistic,exhaustive_hop,ambiguous_local_context,60,30,48,"7,11,13,17,19",True,False,37.547916666666666,36.547916666666666,37.547916666666666,46.48152777777777,36.547916666666666,3.975555555555555,0.9755555555555554,3.094722222222222,0.3006944444444445,3.5375,96.12911805555554,4.9347787217446575,36.547916666666666,104.7186884439669,0.8096686653181103,0.5358638450050213,0.26875
budget_matched,budget_matched,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,noisy_untrusted_external,60,30,48,"7,11,13,17,19",True,True,9.253194444444444,8.131666666666666,9.253194444444444,34.655277777777776,8.131666666666666,3.973333333333333,0.9733333333333334,2.5268055555555553,0.046388888888888896,2.089166666666667,52.05833333333333,3.1096787499609833,8.131666666666666,55.98117874996099,0.666140738941211,0.7143482449608609,0.3063888888888889
budget_matched,budget_matched,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,noisy_untrusted_external,60,30,48,"7,11,13,17,19",True,True,9.253194444444444,8.131666666666666,9.253194444444444,34.655277777777776,8.131666666666666,3.973333333333333,0.9733333333333334,2.1823611111111108,0.028333333333333332,1.4636111111111112,52.05833333333333,2.166106975055051,8.131666666666666,55.03760697505505,0.6340462477596774,0.49430115836180494,0.3063888888888889
budget_matched,budget_matched,random_k,random_k,Random-k,exhaustive_hop,noisy_untrusted_external,60,30,48,"7,11,13,17,19",True,False,38.53361111111111,37.53361111111111,38.53361111111111,48.38430555555555,37.53361111111111,3.9826388888888884,0.9826388888888887,2.9993055555555554,0.23333333333333334,3.612777777777778,99.97703472222223,5.546463229832054,37.53361111111111,109.27685906316539,1.2364377731070575,0.46439071649579716,0.3063888888888889
budget_matched,budget_matched,budgeted_opportunistic_k,budgeted_opportunistic_k,Budgeted opportunistic,exhaustive_hop,noisy_untrusted_external,60,30,48,"7,11,13,17,19",True,False,38.53361111111111,37.53361111111111,38.53361111111111,48.38430555555555,37.53361111111111,3.9826388888888884,0.9826388888888887,3.1229166666666663,0.3181944444444444,3.612777777777778,99.97703472222223,5.290438886780697,37.53361111111111,109.02083472011402,0.9986760173082907,0.5605162561297229,0.3063888888888889
