scenario,policy,policy_label,discovery_mode,episode,place,activity,env_load,resource_state,mean_variable_accuracy,overall_context_accuracy,nodes_visited,visited_node_count,traversed_edge_count,scored_candidate_count,candidate_variable_coverage_count,all_variables_covered_by_candidates,recruited_variable_coverage_count,all_variables_covered_by_recruited_sources,discovered_candidate_count,selected_source_count,estimated_latency,privacy_exposure_cost,discovery_cost,recruitment_cost,selection_cost,total_operational_cost,ego_missing_rate,convergence_time,adaptive_activation_rate,seed,macro_f1_place,macro_f1_activity,macro_f1_env_load,macro_f1_resource_state
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,26,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9375,0.7708333333333334,56.0,56.0,80.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.2872653334982012,8.66791518839249,157.39999999999998,86.28079406113473,0.0,243.68079406113475,0.21875,0.29545454545454547,0.0,13,1.0,0.879399585921325,1.0,0.6725815367606413
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,27,1.0,0.6041666666666666,1.0,0.8958333333333334,0.875,0.5416666666666666,53.0,53.0,87.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3094569352961394,8.302384026580702,163.34999999999994,82.05890424232526,0.0,245.40890424232524,0.22395833333333334,0.6739130434782609,0.0,13,1.0,0.5616945373467113,1.0,0.8539956212370005
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,28,1.0,0.9166666666666666,1.0,0.9583333333333334,0.96875,0.8958333333333334,53.0,53.0,76.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.2892325438978822,8.009028476423852,151.5,81.47080365625935,0.0,232.97080365625933,0.22916666666666666,0.11363636363636363,0.0,13,1.0,0.9084690220174091,1.0,0.9433719433719433
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,29,1.0,0.9375,1.0,0.8333333333333334,0.9427083333333334,0.7708333333333334,55.0,55.0,86.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.34456532261147,8.373584478216229,164.59999999999994,85.69247295601895,0.0,250.29247295601894,0.16666666666666666,0.2727272727272727,0.0,13,1.0,0.9328781512605042,1.0,0.7129629629629629
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,30,1.0,0.9375,1.0,0.9791666666666666,0.9791666666666666,0.9166666666666666,54.0,54.0,76.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3225376790638068,8.36065834977414,153.79999999999998,83.80356770896421,0.0,237.6035677089642,0.19270833333333334,0.1111111111111111,0.0,13,1.0,0.9147179108154718,1.0,0.9648660518225736
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,31,1.0,0.9166666666666666,1.0,0.875,0.9479166666666666,0.7916666666666666,56.0,56.0,89.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.262574941666924,9.182759003079722,175.64999999999998,86.19163687939808,0.0,261.84163687939804,0.25,0.2765957446808511,0.0,13,1.0,0.9166666666666666,1.0,0.839272779950746
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,32,1.0,0.875,1.0,0.8333333333333334,0.9270833333333334,0.75,56.0,56.0,78.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3074109628342783,8.914467784335429,158.9,86.85351187281141,0.0,245.75351187281146,0.1875,0.3181818181818182,0.0,13,1.0,0.8673593073593073,1.0,0.8087301587301589
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,33,1.0,0.7708333333333334,1.0,0.875,0.9114583333333334,0.6666666666666666,53.0,53.0,81.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3183980914678644,8.52078586353835,158.75,82.3854346623689,0.0,241.13543466236888,0.13541666666666666,0.5,0.0,13,1.0,0.744528278738805,1.0,0.8052525832376579
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,34,1.0,0.9791666666666666,1.0,0.9791666666666666,0.9895833333333334,0.9583333333333334,54.0,54.0,79.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3028989748508637,8.319918569918416,156.25,83.40871491092234,0.0,239.65871491092238,0.21354166666666666,0.043478260869565216,0.0,13,1.0,0.9733333333333334,1.0,0.9800427655024947
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,35,1.0,0.9583333333333334,1.0,1.0,0.9895833333333334,0.9583333333333334,56.0,56.0,81.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.313109462826908,8.797607888893653,162.84999999999994,86.87556307608823,0.0,249.72556307608818,0.23958333333333334,0.046511627906976744,0.0,13,1.0,0.9660890688259111,1.0,1.0
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,36,1.0,0.7916666666666666,1.0,0.9375,0.9322916666666666,0.7291666666666666,55.0,55.0,85.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.3100930531439847,8.666656810225918,166.95000000000002,85.26075131209075,0.0,252.2107513120907,0.21354166666666666,0.3488372093023256,0.0,13,1.0,0.7966233766233766,1.0,0.9479733817301875
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,37,1.0,0.8125,1.0,0.8958333333333334,0.9270833333333334,0.7291666666666666,54.0,54.0,75.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3019156755166585,8.295211495510863,149.95000000000002,83.37194440246716,0.0,233.32194440246712,0.21354166666666666,0.2558139534883721,0.0,13,1.0,0.7774051069703243,1.0,0.8059523809523811
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,38,1.0,0.875,1.0,0.8541666666666666,0.9322916666666666,0.75,53.0,53.0,70.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3303367681520653,8.078717223997055,146.39999999999998,82.27116709836538,0.0,228.67116709836534,0.15625,0.34782608695652173,0.0,13,1.0,0.8589700056593095,1.0,0.6845029239766082
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,39,1.0,0.9166666666666666,1.0,0.9375,0.9635416666666666,0.8541666666666666,56.0,56.0,83.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.2806445005843348,9.15268315046974,165.14999999999998,86.51691899910075,0.0,251.66691899910074,0.125,0.18181818181818182,0.0,13,1.0,0.9090952380952381,1.0,0.8770308770308771
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,40,1.0,0.9166666666666666,1.0,0.8958333333333334,0.953125,0.8125,53.0,53.0,62.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3100382753059776,8.306196856133353,130.79999999999998,82.07234425266881,0.0,212.8723442526688,0.19791666666666666,0.2,0.0,13,1.0,0.9166221033868094,1.0,0.8732943469785575
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,41,1.0,0.875,1.0,0.875,0.9375,0.75,53.0,53.0,77.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3454316717087729,8.08595961269985,156.15,82.55132613462456,0.0,238.70132613462454,0.234375,0.26666666666666666,0.0,13,1.0,0.8068439916996792,1.0,0.8431998109417465
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,42,0.9791666666666666,0.9375,1.0,0.9166666666666666,0.9583333333333334,0.8541666666666666,55.0,55.0,81.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.3027343613558318,8.655866387019818,160.14999999999998,85.1135792198901,0.0,245.26357921989006,0.21875,0.11363636363636363,0.0,13,0.9504761904761905,0.940947940947941,1.0,0.9113110111610861
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,43,1.0,0.8333333333333334,1.0,0.8333333333333334,0.9166666666666666,0.6666666666666666,54.0,54.0,79.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.2788278503904837,8.24502516552043,154.14999999999998,82.9060254988838,0.0,237.05602549888377,0.265625,0.4090909090909091,0.0,13,1.0,0.831024531024531,1.0,0.7781737546527282
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,44,1.0,0.8541666666666666,1.0,0.9166666666666666,0.9427083333333334,0.7916666666666666,54.0,54.0,84.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3537339900868677,8.545061465194125,160.79999999999995,84.520561615007,0.0,245.32056161500694,0.18229166666666666,0.2391304347826087,0.0,13,1.0,0.8644444444444446,1.0,0.8713450292397661
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,45,1.0,0.7708333333333334,1.0,0.8333333333333334,0.9010416666666666,0.6458333333333334,56.0,56.0,80.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3273026660346672,8.676707184839941,156.5,87.05810670979731,0.0,243.55810670979733,0.18229166666666666,0.46511627906976744,0.0,13,1.0,0.7867360099854379,1.0,0.7255301967784437
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,46,1.0,0.9375,1.0,0.9166666666666666,0.9635416666666666,0.8541666666666666,53.0,53.0,81.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.2876287703915403,8.435672206541176,159.75,81.7615977760319,0.0,241.5115977760319,0.19270833333333334,0.16279069767441862,0.0,13,1.0,0.9333333333333333,1.0,0.8726190476190477
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,47,1.0,0.9791666666666666,1.0,0.8958333333333334,0.96875,0.875,54.0,54.0,86.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3167421903081673,8.33784020561262,161.89999999999998,83.67894778442597,0.0,245.57894778442594,0.17708333333333334,0.13333333333333333,0.0,13,1.0,0.9749019607843138,1.0,0.8110177404295053
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,48,1.0,0.75,1.0,0.9375,0.921875,0.7083333333333334,54.0,54.0,78.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3332805399278265,9.03734463242653,153.29999999999995,84.51036248998108,0.0,237.81036248998103,0.20833333333333334,0.2682926829268293,0.0,13,1.0,0.7344197598067568,1.0,0.8470209339774556
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,49,1.0,0.8333333333333334,1.0,0.875,0.9270833333333334,0.7291666666666666,56.0,56.0,77.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.337128602640408,8.642991955415445,155.75,87.22196956738942,0.0,242.97196956738944,0.24479166666666666,0.30434782608695654,0.0,13,1.0,0.8372727272727273,1.0,0.8296703296703297
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,0,1.0,0.8958333333333334,1.0,0.8958333333333334,0.9479166666666666,0.7916666666666666,53.0,53.0,74.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3288864842166244,8.298171733873739,152.59999999999994,82.40936281314788,0.0,235.00936281314785,0.22395833333333334,0.26666666666666666,0.0,17,1.0,0.8966264966264965,1.0,0.8642658468745426
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,1,1.0,0.6875,1.0,0.9166666666666666,0.9010416666666666,0.6666666666666666,55.0,55.0,76.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.3229708835917398,8.3574285464194,152.89999999999998,85.27222110969844,0.0,238.1722211096984,0.17708333333333334,0.4358974358974359,0.0,17,1.0,0.6868571428571427,1.0,0.8404634581105168
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,2,1.0,0.9375,1.0,0.8958333333333334,0.9583333333333334,0.8333333333333334,53.0,53.0,82.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.2856921461450461,7.7987049733800005,161.5,81.24862578987484,0.0,242.74862578987486,0.16145833333333334,0.24390243902439024,0.0,17,1.0,0.9308732701318515,1.0,0.7824561403508773
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,3,1.0,0.7916666666666666,1.0,0.9375,0.9322916666666666,0.7291666666666666,56.0,56.0,83.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.2987602139306704,8.774422566301338,161.95000000000002,86.58195104289139,0.0,248.5319510428914,0.16145833333333334,0.3111111111111111,0.0,17,1.0,0.7738354978354979,1.0,0.9179487179487179
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,4,1.0,1.0,1.0,0.9791666666666666,0.9947916666666666,0.9791666666666666,56.0,56.0,87.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3219666999087405,9.096528783546779,166.54999999999998,87.27025556090332,0.0,253.8202555609033,0.18229166666666666,0.022727272727272728,0.0,17,1.0,1.0,1.0,0.9475500345065563
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,5,1.0,0.9375,1.0,0.9375,0.96875,0.875,53.0,53.0,76.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.2860736649075635,8.62180563458246,151.49999999999997,81.87289492725449,0.0,233.3728949272545,0.2552083333333333,0.13043478260869565,0.0,17,1.0,0.9237229437229437,1.0,0.9141619585687382
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,6,1.0,0.8125,1.0,0.9375,0.9375,0.75,55.0,55.0,81.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.2812904743437667,9.05772597012065,161.54999999999998,85.00968444268769,0.0,246.55968444268765,0.19791666666666666,0.3409090909090909,0.0,17,1.0,0.8240392156862745,1.0,0.9440950384346611
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,7,1.0,0.9166666666666666,1.0,0.9166666666666666,0.9583333333333334,0.8541666666666666,56.0,56.0,84.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.290261846838732,8.986111225999094,162.79999999999995,86.57712397114493,0.0,249.37712397114487,0.15625,0.13333333333333333,0.0,17,1.0,0.8991892641372455,1.0,0.8452298452298451
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,8,1.0,0.8958333333333334,1.0,0.8958333333333334,0.9479166666666666,0.8125,56.0,56.0,77.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3498971870229521,9.224266515050127,155.35,87.90372073647943,0.0,243.25372073647944,0.17708333333333334,0.18181818181818182,0.0,17,1.0,0.8845386192754615,1.0,0.8539907269415465
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,9,1.0,0.9791666666666666,1.0,0.9375,0.9791666666666666,0.9166666666666666,55.0,55.0,85.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.3091144310980027,8.43173667618572,163.24999999999997,85.06606525489154,0.0,248.31606525489153,0.15104166666666666,0.10869565217391304,0.0,17,1.0,0.9623931623931623,1.0,0.8896969696969697
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,10,1.0,0.7916666666666666,1.0,0.875,0.9166666666666666,0.6875,56.0,56.0,75.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3323753510157672,8.66679484063402,152.75,87.14832163752902,0.0,239.898321637529,0.17708333333333334,0.3409090909090909,0.0,17,1.0,0.7832658569500675,1.0,0.8444786851566514
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,11,1.0,0.9583333333333334,1.0,0.8958333333333334,0.9635416666666666,0.8541666666666666,55.0,55.0,75.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.337422900040116,8.6080687538673,151.25,85.73334437615866,0.0,236.98334437615867,0.2864583333333333,0.2,0.0,17,1.0,0.9459259259259258,1.0,0.8806186104983514
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,12,1.0,0.8958333333333334,1.0,0.9791666666666666,0.96875,0.875,54.0,54.0,72.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3544953843410046,8.158541728460193,147.29999999999998,84.24479567587078,0.0,231.54479567587077,0.2708333333333333,0.1276595744680851,0.0,17,1.0,0.8826728826728827,1.0,0.9822164389503362
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,13,1.0,0.8958333333333334,1.0,0.875,0.9427083333333334,0.7708333333333334,53.0,53.0,75.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3004291431472803,7.8962825276546385,151.24999999999997,81.59002230102148,0.0,232.84002230102146,0.16666666666666666,0.3023255813953488,0.0,17,1.0,0.895036840554082,1.0,0.8215811965811964
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,14,1.0,0.8333333333333334,1.0,0.8125,0.9114583333333334,0.6458333333333334,53.0,53.0,78.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.2917044822019388,8.016682558588284,154.5,81.5215334950165,0.0,236.02153349501654,0.171875,0.5227272727272727,0.0,17,1.0,0.7859047127622979,1.0,0.7560075329566854
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,15,1.0,0.875,1.0,0.8958333333333334,0.9427083333333334,0.7708333333333334,56.0,56.0,71.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3429419136733525,9.04474004472486,147.25,87.63518687175566,0.0,234.88518687175565,0.22916666666666666,0.30434782608695654,0.0,17,1.0,0.8654070660522274,1.0,0.8438792390405293
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,16,1.0,0.9791666666666666,1.0,0.8958333333333334,0.96875,0.875,53.0,53.0,82.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.332397710639926,8.6689391133894,160.79999999999995,82.75134266868871,0.0,243.55134266868868,0.22395833333333334,0.13043478260869565,0.0,17,1.0,0.9740890688259111,1.0,0.8734567901234568
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,17,1.0,0.8541666666666666,1.0,0.9166666666666666,0.9427083333333334,0.7708333333333334,53.0,53.0,69.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3136679624482686,8.007451760828344,141.45000000000002,81.91434573717974,0.0,223.36434573717975,0.1875,0.32608695652173914,0.0,17,1.0,0.8590974167444754,1.0,0.9074747474747474
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,18,1.0,0.9375,0.9583333333333334,0.9583333333333334,0.9635416666666666,0.8541666666666666,53.0,53.0,71.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3104758253205093,8.06192124801475,144.95000000000002,81.89710095684433,0.0,226.84710095684432,0.16145833333333334,0.13333333333333333,0.0,17,1.0,0.9348604934796885,0.9570729985884251,0.9343434343434343
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,19,1.0,0.8541666666666666,1.0,0.9166666666666666,0.9427083333333334,0.7916666666666666,55.0,55.0,76.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.3125685301151002,8.826912712919672,153.1,85.42772975386515,0.0,238.52772975386515,0.21354166666666666,0.2727272727272727,0.0,17,1.0,0.8468740424729535,1.0,0.8769398907103825
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,20,1.0,0.875,1.0,0.8958333333333334,0.9427083333333334,0.7708333333333334,53.0,53.0,77.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3016833999620065,8.069093583694139,149.24999999999997,81.74245806707911,0.0,230.99245806707904,0.203125,0.27906976744186046,0.0,17,1.0,0.8533022533022534,1.0,0.8581242532855436
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,21,1.0,0.8125,1.0,1.0,0.953125,0.8125,56.0,56.0,75.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3332833918411915,8.872640765017755,153.04999999999998,87.32018586670627,0.0,240.37018586670627,0.21875,0.32608695652173914,0.0,17,1.0,0.8118501064153237,1.0,1.0
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,22,1.0,0.7291666666666666,1.0,0.8333333333333334,0.890625,0.6041666666666666,53.0,53.0,84.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3498326845462474,8.407526677880668,163.9,82.8725998671522,0.0,246.7725998671522,0.22395833333333334,0.6222222222222222,0.0,17,1.0,0.7363167276479969,1.0,0.8236331569664902
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,23,1.0,0.8958333333333334,1.0,0.9166666666666666,0.953125,0.8125,54.0,54.0,85.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.2872680893261372,8.542893691295054,164.35,83.28599332547114,0.0,247.63599332547116,0.17708333333333334,0.13953488372093023,0.0,17,1.0,0.8771610235606179,1.0,0.8997909199522103
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,24,1.0,0.8333333333333334,1.0,0.8958333333333334,0.9322916666666666,0.75,55.0,55.0,85.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.2822602337036944,8.0489907053543,166.14999999999998,84.27146144601555,0.0,250.4214614460155,0.19270833333333334,0.2826086956521739,0.0,17,1.0,0.8323112128146454,1.0,0.8631578947368421
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,25,1.0,0.9375,1.0,0.8958333333333334,0.9583333333333334,0.8541666666666666,55.0,55.0,85.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.3562244177601854,8.435195145269004,164.64999999999998,85.95903785461924,0.0,250.60903785461923,0.14583333333333334,0.14893617021276595,0.0,17,1.0,0.9178947368421053,1.0,0.8488455988455987
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,26,1.0,0.9166666666666666,1.0,1.0,0.9791666666666666,0.9166666666666666,56.0,56.0,80.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3165421222886806,9.226760679006247,157.29999999999998,87.2635063633118,0.0,244.5635063633118,0.19270833333333334,0.08888888888888889,0.0,17,1.0,0.8515876027830487,1.0,1.0
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,27,1.0,0.8333333333333334,1.0,0.875,0.9270833333333334,0.7291666666666666,56.0,56.0,85.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3090193816140046,9.248855949201664,166.75,87.13526505797084,0.0,253.88526505797083,0.22916666666666666,0.3111111111111111,0.0,17,0.8,0.8053333333333332,1.0,0.8679012345679012
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,28,1.0,0.8125,1.0,0.9583333333333334,0.9427083333333334,0.7916666666666666,55.0,55.0,82.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.3118902869044264,8.714477764485288,162.1,85.33058474585762,0.0,247.4305847458576,0.15104166666666666,0.2926829268292683,0.0,17,1.0,0.786496173915943,1.0,0.9354354354354354
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,29,1.0,0.8333333333333334,1.0,0.8958333333333334,0.9322916666666666,0.7291666666666666,54.0,54.0,89.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.293371759327801,8.800275461352614,170.54999999999998,83.59225273154516,0.0,254.1422527315452,0.15625,0.27906976744186046,0.0,17,1.0,0.8278831168831168,1.0,0.7799422799422798
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,30,1.0,0.8333333333333334,1.0,0.875,0.9270833333333334,0.7291666666666666,53.0,53.0,74.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3234958772868748,7.815671795120481,149.39999999999998,81.94937881296148,0.0,231.34937881296142,0.18229166666666666,0.3111111111111111,0.0,17,1.0,0.8282352941176472,1.0,0.839272779950746
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,31,1.0,0.8125,1.0,0.9791666666666666,0.9479166666666666,0.8125,56.0,56.0,76.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3142101490569527,8.561692876118855,152.89999999999998,86.71981502643548,0.0,239.61981502643548,0.22395833333333334,0.18181818181818182,0.0,17,1.0,0.7839297956945016,1.0,0.9400352733686067
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,32,1.0,0.9166666666666666,1.0,0.9375,0.9635416666666666,0.875,54.0,54.0,79.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3377949496614499,8.827230748506691,155.95000000000002,84.43651937759991,0.0,240.38651937759994,0.22916666666666666,0.15217391304347827,0.0,17,1.0,0.9379047619047618,1.0,0.9218534551867886
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,33,1.0,0.9375,1.0,0.9583333333333334,0.9739583333333334,0.8958333333333334,56.0,56.0,90.0,0.0,4.0,1.0,4.0,1.0,55.0,55.0,1.3071117508711485,8.641427986554094,171.49999999999997,86.64297219418518,0.0,258.1429721941852,0.15104166666666666,0.10869565217391304,0.0,17,1.0,0.9355775803144224,1.0,0.9673611111111112
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,34,1.0,0.9791666666666666,1.0,0.9791666666666666,0.9895833333333334,0.9583333333333334,53.0,53.0,80.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3471379525456049,7.694596118671021,158.79999999999998,82.28885782533327,0.0,241.0888578253333,0.16666666666666666,0.04878048780487805,0.0,17,0.8,0.982174688057041,1.0,0.9653679653679653
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,35,1.0,0.8541666666666666,1.0,0.9791666666666666,0.9583333333333334,0.8541666666666666,55.0,55.0,84.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.2932123589842426,8.748830246809502,165.70000000000002,85.0033362699093,0.0,250.70333626990927,0.19270833333333334,0.14634146341463414,0.0,17,1.0,0.8464705882352941,1.0,0.9729468599033817
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,36,1.0,0.9166666666666666,1.0,1.0,0.9791666666666666,0.9166666666666666,55.0,55.0,83.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.2960194407887784,8.663817322294031,162.74999999999997,84.99263042262844,0.0,247.7426304226284,0.21354166666666666,0.06818181818181818,0.0,17,1.0,0.8903136718354109,1.0,1.0
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,37,1.0,0.9583333333333334,1.0,0.9583333333333334,0.9791666666666666,0.9166666666666666,54.0,54.0,84.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.2930127389897998,8.417554272762443,162.39999999999998,83.29855201283262,0.0,245.69855201283258,0.21875,0.06976744186046512,0.0,17,1.0,0.9627705627705628,1.0,0.9153439153439153
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,38,1.0,0.7916666666666666,1.0,0.7708333333333334,0.890625,0.5833333333333334,53.0,53.0,79.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.291656147128912,8.364182254859736,153.04999999999995,81.78127856889101,0.0,234.83127856889095,0.203125,0.627906976744186,0.0,17,1.0,0.7455182072829132,1.0,0.7054958183990442
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,39,1.0,0.8958333333333334,1.0,1.0,0.9739583333333334,0.8958333333333334,53.0,53.0,83.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.3338830800187844,8.515063371595813,160.54999999999995,82.66296958503874,0.0,243.21296958503868,0.16666666666666666,0.09090909090909091,0.0,17,1.0,0.9001234060057589,1.0,1.0
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,40,1.0,1.0,1.0,0.8958333333333334,0.9739583333333334,0.8958333333333334,55.0,55.0,79.0,0.0,4.0,1.0,4.0,1.0,54.0,54.0,1.331188286820936,8.971137954519987,158.04999999999998,85.88781208680568,0.0,243.93781208680562,0.16666666666666666,0.09302325581395349,0.0,17,1.0,1.0,1.0,0.8389571213100625
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,41,1.0,0.8958333333333334,1.0,0.8958333333333334,0.9479166666666666,0.8125,53.0,53.0,79.0,0.0,4.0,1.0,4.0,1.0,52.0,52.0,1.2947576662018003,7.870450014518254,155.84999999999994,81.46742703576145,0.0,237.31742703576143,0.16145833333333334,0.2391304347826087,0.0,17,1.0,0.8946836788942052,1.0,0.8679163973281621
nominal,opportunistic_all,Opportunistic all,exhaustive_hop,42,1.0,0.8958333333333334,1.0,0.9166666666666666,0.953125,0.8541666666666666,54.0,54.0,71.0,0.0,4.0,1.0,4.0,1.0,53.0,53.0,1.3167847828288755,8.633914580618184,145.84999999999994,83.90179365693928,0.0,229.75179365693927,0.14583333333333334,0.17777777777777778,0.0,17,1.0,0.8963763865867653,1.0,0.8205415499533147
