scenario,policy,policy_label,metric,mean,ci95_low,ci95_high,std,median,min,max
degraded_ego,siot_aware_trust_privacy,Privacy-aware SIoT,macro_f1_activity,0.5635108380911764,0.5481160084693668,0.5770486893388288,0.11476148755003586,0.5755831423478484,0.1428985507246377,0.7919327731092438
degraded_ego,siot_aware_trust_privacy,Privacy-aware SIoT,macro_f1_env_load,0.5763879305371487,0.5619904704046847,0.591244154595114,0.1161931683288366,0.5968426760093426,0.17844857241142073,0.8215994531784006
degraded_ego,siot_aware_trust_privacy,Privacy-aware SIoT,macro_f1_resource_state,0.5855928094947838,0.5735105369940651,0.5972417025450789,0.09781882924299483,0.5900764812529518,0.2614087301587301,0.812424393367964
ambiguous_local_context,ego_only,Ego-only,overall_context_accuracy,0.05233333333333333,0.0485,0.05591666666666666,0.031032093907728518,0.041666666666666664,0.0,0.14583333333333334
ambiguous_local_context,ego_only,Ego-only,mean_variable_accuracy,0.46639583333333323,0.46160260416666665,0.47145885416666666,0.039036936637616794,0.46875,0.359375,0.5833333333333334
ambiguous_local_context,ego_only,Ego-only,convergence_time,11.854413579024229,10.323701972086392,13.279060683120798,11.793972527568524,8.36111111111111,0.0,48.0
ambiguous_local_context,ego_only,Ego-only,nodes_visited,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ambiguous_local_context,ego_only,Ego-only,visited_node_count,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ambiguous_local_context,ego_only,Ego-only,traversed_edge_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,scored_candidate_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,discovered_candidate_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,selected_source_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,estimated_latency,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,privacy_exposure_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,discovery_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,recruitment_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,selection_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiguous_local_context,ego_only,Ego-only,total_operational_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0
