experiment_tag,run_type,policy_id,policy,policy_label,discovery_mode,scenario,graph_size,episodes,timesteps,seeds,adaptive_enabled,bounded_discovery_enabled,OCA,MVA,mean_sources,mean_discovered_candidate_count,mean_visited_node_count,mean_traversed_edge_count,mean_scored_candidate_count,mean_total_operational_cost,mean_discovery_cost,mean_recruitment_cost,mean_privacy_cost,mean_latency_proxy,OCA_per_total_cost
scalability,scalability,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,ambiguous_local_context,200,12,48,"7,11,13",True,True,0.1215277777777778,0.5915798611111112,3.144675925925926,8.0,9.0,55.69675925925927,8.0,84.80009120017685,79.47019675925925,4.529894440917609,0.9843669459336096,0.5787660791677057,0.001433109045730889
scalability,scalability,ego_only,ego_only,Ego-only,exhaustive_hop,noisy_untrusted_external,200,12,48,"7,11,13",True,False,0.08333333333333334,0.5069444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334
scalability,scalability,opportunistic_all,opportunistic_all,Opportunistic all,exhaustive_hop,noisy_untrusted_external,200,12,48,"7,11,13",True,False,0.5844907407407408,0.877025462962963,156.33333333333334,156.33333333333334,157.33333333333334,328.1666666666667,0.0,900.9938537037884,611.3249999999998,289.6688537037885,33.27314183453951,1.9807758181342383,0.0006487177890703998
scalability,scalability,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,noisy_untrusted_external,200,12,48,"7,11,13",True,True,0.10127314814814815,0.5574363425925927,2.152199074074074,8.049768518518517,9.049768518518517,56.79050925925927,8.049768518518517,84.6574358975665,80.6464699074074,3.205989138307288,0.7470466079583109,0.6543107969305011,0.001196269968189047
scalability,scalability,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,noisy_untrusted_external,200,12,48,"7,11,13",True,True,0.0949074074074074,0.5486111111111112,1.4832175925925926,8.049768518518517,9.049768518518517,56.79050925925927,8.049768518518517,83.65664624037183,80.6464699074074,2.205199481112594,0.5134808275726948,0.6363214976570142,0.001134487356027979
scalability,scalability,ego_only,ego_only,Ego-only,exhaustive_hop,nominal,800,12,48,"7,11,13",True,False,0.16319444444444448,0.5869502314814814,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16319444444444448
scalability,scalability,opportunistic_all,opportunistic_all,Opportunistic all,exhaustive_hop,nominal,800,12,48,"7,11,13",True,False,1.0,1.0,606.25,606.25,607.25,6565.222222222223,0.0,10090.40728159558,8984.683333333494,1105.7239482620869,141.19591307762005,1.8548566823668504,9.910402742850153e-05
scalability,scalability,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,nominal,800,12,48,"7,11,13",True,True,0.2413194444444444,0.6870659722222222,3.2372685185185186,8.097222222222221,9.097222222222221,56.36111111111111,8.097222222222221,81.21973605947181,75.71024305555554,4.699770781694062,1.0512247149610958,0.5901793084510235,0.0029711921775729755
scalability,scalability,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,nominal,800,12,48,"7,11,13",True,True,0.22916666666666666,0.675925925925926,2.9994212962962963,8.097222222222221,9.097222222222221,56.36111111111111,8.097222222222221,80.8456318288234,75.71024305555554,4.32566655104567,0.9562861326498966,0.5759533664461332,0.002834620269303941
scalability,scalability,ego_only,ego_only,Ego-only,exhaustive_hop,degraded_ego,800,12,48,"7,11,13",True,False,0.026041666666666668,0.3488136574074075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026041666666666668
scalability,scalability,opportunistic_all,opportunistic_all,Opportunistic all,exhaustive_hop,degraded_ego,800,12,48,"7,11,13",True,False,1.0,1.0,606.75,606.75,607.75,6598.5,0.0,10136.77384203396,9025.730555555723,1111.043286478236,141.33887254106637,1.875512297254553,9.865071625188281e-05
scalability,scalability,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,degraded_ego,800,12,48,"7,11,13",True,True,0.16145833333333331,0.6328125000000001,4.268518518518518,8.013310185185183,9.013310185185183,61.375,8.013310185185183,87.85290928814696,80.98969907407405,6.061879195554394,1.1450012625547175,0.6195169739771814,0.0018378256866118051
scalability,scalability,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,degraded_ego,800,12,48,"7,11,13",True,True,0.14525462962962965,0.6135706018518519,4.110532407407408,8.013310185185183,9.013310185185183,61.375,8.013310185185183,87.62229082500566,80.98969907407405,5.831260732413082,1.110834278524874,0.608607627082269,0.0016577360425296809
scalability,scalability,ego_only,ego_only,Ego-only,exhaustive_hop,ambiguous_local_context,800,12,48,"7,11,13",True,False,0.057291666666666664,0.4674479166666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057291666666666664
scalability,scalability,opportunistic_all,opportunistic_all,Opportunistic all,exhaustive_hop,ambiguous_local_context,800,12,48,"7,11,13",True,False,1.0,1.0,606.4166666666666,606.4166666666666,607.4166666666666,6602.25,0.0,10135.39562117424,9027.923611111277,1107.472010062961,140.86037141241374,1.8629817472031833,9.86641308713063e-05
scalability,scalability,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,ambiguous_local_context,800,12,48,"7,11,13",True,True,0.13310185185185186,0.609230324074074,3.364583333333333,8.0,9.0,58.05092592592592,8.0,83.09109221093588,77.44513888888885,4.845953322047024,1.0323424086326523,0.5930316715597824,0.001601878712990776
scalability,scalability,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,ambiguous_local_context,800,12,48,"7,11,13",True,True,0.12268518518518517,0.595630787037037,3.09375,8.0,9.0,58.05092592592592,8.0,82.6897392608378,77.44513888888885,4.444600371948927,0.9575985259260028,0.5667592697494027,0.0014836808808670339
scalability,scalability,ego_only,ego_only,Ego-only,exhaustive_hop,noisy_untrusted_external,800,12,48,"7,11,13",True,False,0.08333333333333334,0.5069444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334
scalability,scalability,opportunistic_all,opportunistic_all,Opportunistic all,exhaustive_hop,noisy_untrusted_external,800,12,48,"7,11,13",True,False,0.9317129629629631,0.9824942129629629,606.3055555555555,606.3055555555555,607.3055555555555,6579.583333333333,0.0,10171.624661233323,9006.265277777942,1165.3593834553812,140.99284437079362,2.136168478579258,9.159922765474829e-05
scalability,scalability,siot_aware,siot_aware,SIoT-aware,bounded_relationship_guided,noisy_untrusted_external,800,12,48,"7,11,13",True,True,0.0954861111111111,0.5497685185185186,2.117476851851852,8.027777777777779,9.027777777777779,57.18518518518518,8.027777777777779,79.99860870603715,76.03229166666664,3.1635392615927165,0.7382994847090056,0.6568074040032809,0.0011935971469451967
scalability,scalability,siot_aware_trust_privacy,siot_aware_trust_privacy,Privacy-aware SIoT,bounded_relationship_guided,noisy_untrusted_external,800,12,48,"7,11,13",True,True,0.0949074074074074,0.544994212962963,1.4490740740740742,8.027777777777779,9.027777777777779,57.18518518518518,8.027777777777779,78.99379592712216,76.03229166666664,2.158726482677733,0.5094041000082233,0.6304627487212717,0.0012014539406989223
